Input.word1,Answer.word1,Input.word2,Answer.word2,Input.word3,Answer.word3,Input.word4,Answer.word4,Input.word5,Answer.word5
Shy,"self -conscious,throw",Thought,power of thinking,Hoop,round metal,Picket,"strike,",Monthly,"every month, once in a month"
Shy,"feeling of apprehension, lack of comfort, awkwardness",Thought,"saying, intellectual activity, imagination, consciousness",Hoop,"part of a barrel, apparatus in rythmic gymnastics",Picket,"a form of protest, against",Monthly,"every 30 days, unit of time, period"
Shy,"In humans, shyness (also called diffidence) is a social psychology term used to describe the feeling of apprehension, lack of comfort, or awkwardness experienced when a person is in proximity to, approaching, or being approached by other people, especially in new situations or with unfamiliar people. Shyness may come from genetic traits, the environment in which a person is raised and personal experiences. There are many degrees of shyness. Stronger forms are usually referred to as social anxiety or social phobia. Shyness may merely be a personality trait or can occur at certain stages of development in children. Shyness has also a strong cultural dimension.
In biology, shy generally means ""tends to avoid human beings""; See crypsis. Shyness in gorillas manifests with ostensibly similar behavioral traits, but differs wholly from humans in cognition and motivation.",Thought,"""Thought"" generally refers to any mental or intellectual activity involving an individual's subjective consciousness. It can refer either to the act of thinking or the resulting ideas or arrangements of ideas. Similar concepts include cognition, sentience, consciousness, and imagination.[1] Because thought underlies almost all human actions and interactions, understanding its physical and metaphysical origins, processes, and effects has been a longstanding goal of many academic disciplines including, among others, biology, philosophy, psychology, and sociology.
Thinking allows beings to make sense of or model the world in different ways, and to represent or interpret it in ways that are significant to them, or which accord with their needs, attachments, objectives, plans, commitments, ends and desires.",Hoop,"Hoop may refer to:
Hoop (rhythmic gymnastics) is one apparatus in Rhythmic Gymnastics
Hoop (magazine), an American basketball magazine
""Hoops"" (song), a song by Ruby
Hoops (video game), a basketball video game
Hooping, a modern subculture revolving around hoopdance
Basketball or Hoops
Celtic F.C. or the Hoops
Shamrock Rovers F.C. or the Hoops
Queens Park Rangers or the Hoops
Shamrock Rovers Hoops, an Irish basketball club
Hoop, part of a barrel
HOOPS 3D Graphics System",Picket,"Picket may refer to:
Picketing (protest), a form of protest
A climbing tool used to anchor a rope
Picket fence
Screw picket, a tethering device
Picket line, to tether horses
Picket (military), a military formation
Picket, a piece in fairy chess
Picket Pool, a micro betting pool
Picquet, a medieval military punishment",Monthly,"A month is a unit of time, used with calendars, which was first used and invented in Mesopotamia, as a natural period related to the motion of the Moon; month and Moon are cognates. The traditional concept arose with the cycle of moon phases; such months (lunations) are synodic months and last approximately 29.53 days. From excavated tally sticks, researchers have deduced that people counted days in relation to the Moon's phases as early as the Paleolithic age. Synodic months, based on the Moon's orbital period, are still the basis of many calendars today, and are used to divide the year."
Shy,"lack of comfort, awkwardness,is related to humans,state of under confidence",Thought,"an idea, a piece of imagination, related to mind,",Hoop,"is a game, a circular band of metal,a jockey",Picket,"is placing of soldiers at a post,type of fence, a stake pegged into ground",Monthly,"is a unit of time, is as per calendar, comprise of 30 or 31 days ,"
Shy,"bashful, suspicious ( I am a bit shy of that sort of person), deficient ( shy of funds.), (in poker) indebted to the pot ,",Thought,"thinking,a consideration or reflection ( Thought of death terrified her.), meditation or contemplation or recollection( deep in thought.), anticipation or expectation (I had no thought of seeing you here.), a judgment or opinion or belief , the intellectual activity or the ideas,",Hoop,"a circular band or ring of metal or wood  or other stiff material, such a band for holding together the staves of a cask, the shank of a finger ring, a decorative band  as around a mug or cup.",Picket,"a post or stake or pale or peg that is used in a fence or barrier,a person stationed by a union or the like outside a factory,a soldier or detachment of soldiers placed on a line forward of a position to warn against an enemy advance,",Monthly,"pertaining to a month, computed or determined by the month, a periodical published once a month,"
Shy,"bashful, introverted, not outgoing, solitary",Thought,"what you get by thinking, plans",Hoop,"a ring, hoolahoop, a basketball goal",Picket,"fence, rally, blockade, barricade",Monthly,"every month, every 30 days, every time the moon goes around the earth"
Shy,"tends to avoid human beings,timid,disposed to avoid person or thing,awkwardness,apprehension,retiring,reserved,Distrustful,wary.",Thought,"idea,of thinking about something,thought of a day,mental or intellectual activity.",Hoop,"A large wooden ring,plastic, or metal ring, basket,field goal,a croquet wicket,a circular band.",Picket,"secure a tent, tether animals, mark points in surveying,to guard,to protect.",Monthly,"salary,weeks,days,1year consists of 12 months,horoscope of months."
Shy,Shy describes someone who lacks in confidence or who is nervous or quiet in social situations,Thought,Thought is the act of thinking or the outcome of mental activity,Hoop,"a circular band or ring for holding together the staves of a barrel, cask, etc",Picket,"a stake or slat, usually pointed, used as an upright in a fence, a hitching post for animals, a marker, etc",Monthly,"of a month, or of each month"
Shy,"Shy:-retiring, timorous, bashful, modest, demure, diffident .",Thought,"Thought :- consideration, contemplation, planning, plan, scheme, design, intention, expectation, hope, prospect, anticipation, dream .",Hoop,"Hoop:- basket, basketball hoop, wicket, ring ,anchor ring",Picket,"Picket:- piquet, ticker, sentry, pale, scout, observation post, observatory, watch, pathfinder, finder, talent scout, lookout station, guide, outlook .",Monthly,"Monthly:-aperiodic,semiannual,yearbook,momently,biweekly ,biennial."
Shy,"Shy describes someone who lacks in confidence or who is nervous or quiet in social situations,An example of shy is a person who stands by herself at the back wall of a party and is too frightened to talk to anyone.Shy means refraining from doing something, often out of fear or nervousness,retiring, timorous, bashful, modest, demure, diffident; see also humble",Thought,"Thought is the act of thinking or the outcome of mental activity,An example of thought is to be deeply concentrating on how to figure out a problem.   2. An example of thought is an idea on how to solve a problem.

Thought is the past tense of the word think which means to conceive in the mind.#

Mental activity

speculation, reflection, deliberation, cerebration, ideation, meditation, rumination, perceiving, apprehending, seeing, consideration, reasoning, intuition, imagination, logical process, perception, insight, understanding, viewpoint, concept, brain work, thinking, knowing, realizing, discerning, rationalizing, drawing conclusions, concluding, inferring, deducing, deriving, deduction, inducing, logic, judging, rationalization, ratiocination, judgment, argumentation, cogitation, contemplation, cognition, intellect ion, slant*, brainstorm*, twist*, wrinkle*; see also acumen.",Hoop,"#  circular band or ring for holding together the staves of a barrel, cask, etc.
# anything like a hoop; specif.,

   1. a large, circular band rolled along the ground by children
   2. any of the rings of whalebone, steel, etc. forming the framework of a hoop skirt
   3. one of a pair of small bands that hold material taut for embroidery work
   4. ☆ the metal rim of the basket in basketball,   1.

      Ring

      loop, band, circlet; see circle 1.
   2.

      Basketball goal

      basket, net, rim; see basket 3.",Picket,"1.  a stake or slat, usually pointed, used as an upright in a fence, a hitching post for animals, a marker, etc.
   2. a group of soldiers or a single soldier stationed, usually at an outpost, to guard a body of troops from surprise attack
   3. a ship or airplane that patrols a defense perimeter
   4. a person, as a member of a labor union on strike, stationed outside a factory, store, or public building, often carrying a sign, to demonstrate opposition to certain views or practices, keep strikebreakers from entering, or dissuade people from buying,   1.

      A stake

      stake, pole, pillar; see post 1.
   2.

      A watchman

      patrolman, guard, union member,  sentry,",Monthly,
Cracker,"a dry biscuit, a firework that cracks,to cause to make a sudden sound,to break or snap apart",Something,"an unknown thing, some truth unspecified,undetermined,a certain indefinite thing",Shove,"to push rudely or roughly,to jostle,to push some thing or some one with force",TRUE,"real, truthful, agreeing with fact, genuine, loyal or faithful",Diary,"a daily record, a book for keeping record, a personal record of events and observations,"
Cracker,"explosive device, large amount of noise, firecracker",Something,"little, no nothing",Shove,"album, jackyl, second album, music",TRUE,"reality, being in accord with fact",Diary,"milk product, cow, chocolates, cheese, curd"
Cracker,"it is mental,it is bursting things producing heat,it is thefting another things,it is negative thinking person,it is a thing and thinks.",Something,"it is cycological thinking that act as real, it is imagination,it is  creativity,it is innovative.",Shove,To push forward or along.To push rudely or roughly. To push someone or something with force.The act of shoving;,TRUE,"It is god,it is respect,it is humanisum,it is fear, it is real.",Diary,"it is recording of day to day information ,it is note book,it is record,it is journal, it is time of his or her life explanation things,it is memorable things."
Cracker,a fire cracker,Something,unspecified thing,Shove,means push,TRUE,real,Diary,milk farm
Cracker,"A thin crisp wafer or biscuit, A firecracker, a person or thing that cracks, One who makes unauthorized use of a computer, especially to tamper with data or programs.",Something,"Anything unknown, undetermined, or not specifically designated; a certain indefinite thing; an indeterminate or unknown event;",Shove,"to push or put in a rough, careless, or hasty manner, thrust, to force by other than physical means",TRUE,"Consistent with fact or reality, not false or erroneous, Truthful, Real, genuine",Diary,"A daily record, especially a personal record of events, experiences, and observations; a journal, A book for use in keeping a personal record."
Cracker,"Crunchy savoury biscuit. 
Christmas cracker  to pull at christmas.",Something,A thing or item.,Shove,Push. Nudge.,TRUE,"Honest.
Loyal.
Monogamous.",Diary,"Journal of thoughts and feelings
A book with a list of plans for the day/month/year."
Cracker,"a thin or crisp biscuit, a firecracker, braggart, boaster, a person or thing that cracks,",Something,"a certain undetermined or unspecified thing, an additional amount, a person or thing of some value or consequence,",Shove,"to move along by force from behind, to push roughly or rudely,",TRUE,"being in accordance with the actual state or conditions, real, genuine, authentic, legitimate or rightful,",Diary,"a book for keeping such a record, a record usually private especially of the writer's own experiences"
Cracker,"a thing, crisp biscuit, a firecracker, also called cracker bonbon, a small paper roll used as a party favor, that usually contains candy, trinkets, etc., and that pops when pulled sharply at one or both ends, a poor white person living some rural parts of the southeastern U.S.  Sometimes disparaging and offensive, a native or inhabitant of Georgia used as a nickname.",Something,"entity, existent, nothing, thing, article, individual, object, substance, being existence, commodity, allurement, lure, spell, charisma, significant, super-duper, substantial, super",Shove,"push without gentleness, boost, drive, buck, dig, bulldoze, cream, elbow, nudge, hustle, jostle, impel, jam, jab, poke, thrust, press, shoulder, propel, prod, pull, advance, hoist, heave, raise, elevate, push, usually up, hoist, lift,",TRUE,"concordant with facts, accurate, authentic, actual valid, real, direct, honest, exact, genuine, bona fide, correct, indubitable, legal, kosher, natural, on target, proper, regular, sincere, typical, unquestionable, veritable, veracious, corrupt, deceitful, fraudulent, invalid, correctly, perfectly, properly, truthfully, veraciously, wrongly,",Diary,"producer of milk products, buttery, dairy farm, cow barn, creamery, factory, pasteurizing plant, farm"
Cracker,"1.
a thin, crisp biscuit.
2.
a firecracker.
3.
Also called cracker bonbon. a small paper roll used as a party favor, that usually contains candy, trinkets, etc., and that pops when pulled sharply at one or both ends.
4.
( initial capital letter ) Sometimes Disparaging and Offensive . a native or inhabitant of Georgia (used as a nickname).",Something,"1.
some thing; a certain undetermined or unspecified thing
2.
an additional amount, as of cents or minutes, that is unknown, unspecified, or forgotten",Shove,"1.
to move along by force from behind; push.
2.
to push roughly or rudely; jostle.",TRUE,"1.
being in accordance with the actual state or conditions; conforming to reality or fact; not false: a true story.
2.
real; genuine; authentic: true gold; true feelings.
3.
sincere; not deceitful: a true interest in someone's welfare.
4.
firm in allegiance; loyal; faithful; steadfast: a true friend.
5.
being or reflecting the essential or genuine character of something",Diary,"1.
a daily record, usually private, especially of the writer's own experiences, observations, feelings, attitudes, etc.
2.
a book for keeping such a record.
3.
a book or pad containing pages marked and arranged in calendar order, in which to note appointments and the like"
Cracker,"snack food, crispy crunchy, usually eating with something else on top of it, like cheese for example.",Something,a word to describe a noun.,Shove,to push,TRUE,"not a lie, the truth",Diary,a book where one keeps their private thoughts written down
Cracker,"A thin crisp wafer or biscuit, usually made of unsweetened dough.
2. One that cracks, especially:
a. A firecracker.
b. A small cardboard cylinder covered with decorative paper that holds candy or a party favor and pops when a paper strip is pulled at one or both ends and torn.
c. The apparatus used in the cracking of petroleum.
d. One who makes unauthorized use of a computer, especially to tamper with data or programs.
3. Offensive
a. Used as a disparaging term for a poor white person of the rural, especially southeast United States.
b. Used as a disparaging term for a white person.",Something,"An undetermined or unspecified thing: ""We're all recalling something, furtively seeking something"" (Virginia Woolf).
2. An unspecified or undetermined amount or extent: We know something about the early settlers in this area.
3. One having some or many of the same attributes, character, or essence as another: Trying to fix the computer myself was something of a mistake.
n.
1. A remarkable or important thing or person: He thinks he is something in that uniform.
2. One who falls into a specified age range. Often used in combination: fortysomethings who attended their class reunion.",Shove,"To push forward or along.
2. To push rudely or roughly. See Synonyms at push.
v.intr.
To push someone or something with force.
n.
The act of shoving; a push.
Phrasal Verb:
shove off
1. To push (a boat) away from shore in leaving.
2. Informal To leave.",TRUE,"tru·er, tru·est
1.
a. Consistent with fact or reality; not false or erroneous. See Synonyms at real1. See Usage Note at fact.
b. Truthful.
2. Real; genuine. See Synonyms at authentic.
3. Reliable; accurate: a true prophecy.
4. Faithful, as to a friend, vow, or cause; loyal. See Synonyms at faithful.
5. Sincerely felt or expressed; unfeigned: true grief.
6. Fundamental; essential: his true motive.
7. Rightful; legitimate: the true heir.",Diary,"a·ries
1. A daily record, especially a personal record of events, experiences, and observations; a journal.
2. A book for use in keeping a personal record, as of experiences."
Cracker,"a slave driver, whip thrower,",Something,"undetermined, unspecified",Shove,"putting into hole, to shave",TRUE,"real, truth, fact",Diary,"a book containing one's inner thoughts,"
Cracker,"Cracker may refer to:
Cracker (food), a type of biscuit, usually salted or savory edible
Cracker (mountain), a mountain peak in Glacier National Park
Cracker (benchmark), located in the Lewis Range, Glacier National Park in the U.S. state of Montana
Christmas cracker, traditional British Christmas toy or decoration which gives a loud 'crack' when opened
Atlanta Crackers, an American baseball team from Atlanta, Georgia
Cracker (pejorative), a slang, sometimes abusive term for a Southern white person
Florida cracker, a Florida native descended from early pioneer settlers
Georgia cracker, a Georgia native descended from early pioneer settlers
Hamadryas (butterfly), a genus of brush-footed butterflies commonly called the Crackers, Calicoes, or Clicks
Cracking (chemistry), the process whereby complex organic molecules are broken down into simpler molecules
a term for wafer-style Sacramental bread
a short length of twisted twine or string attached to the end of a whip to produce a cracking sound
a firecracker, a small explosive device primarily designed to produce a large amount of noise, especially in the form of a loud bang; any visual effect is incidental to this goal
a device used to open small compressed gas cartridges such as whipped-cream chargers
a person who performs safe-cracking
Atlanta Black Crackers, a professional baseball team which played in the Negro League
Operation Crackers, a British Commando raid during the Second World War
In computing

In computing, a hacker who breaks or circumvents security, including:
computer security hacker, that is, someone who breaks into computers, regardless of intent. Used by computer programming hackers to stress the differences between the two occupations and philosophies.
black-hat hacker, that is, someone who breaks into computers with malicious or criminal intentions. Used by white hat computer security hackers to stress the difference in ethics.
software cracker, someone who modifies software to remove or disable copy protection and digital rights management features
password cracker, someone who recovers encrypted passwords from data that has been stored in or transmitted by a computer system or associated to accounts as a measure for restricting access to a computer.
In entertainment

Cracker (band), a rock music band
Cracker (album), their first album
Cracker (comics), a British children's comic
Cracker (UK TV series), a television crime drama series
Cracker (U.S. TV series), the U.S. remake of the British television series
Crackers (1984 film), an American film starring Sean Penn
Crackers (1998 film), an Australian film
The Crackers, a 1968 pseudonym of the band The Merseybeats
Sonic Crackers, an April 1994 prototype version of what would become Knuckles' Chaotix
Crackers (Foster's Home for Imaginary Friends)
Crackers International, an EP released by Erasure in 1988, in between the albums The Innocents and Wild!
Crackers (Captain Underpants)
Crackers – The Christmas Party Album, an album by the British glam rock band Slade
Crackers – Accountant., may have been killed by Jennings for killing Adam the parrot.",Something,"""Something"" is a song by The Beatles, written by lead guitarist George Harrison in 1969. It was featured on the album Abbey Road, and was also the first song written by Harrison to appear on the A-side of a Beatles' single. It was one of the first Beatles' singles to contain tracks already available on a long playing (LP) album, with both ""Something"" and ""Come Together"" having appeared on Abbey Road. ""Something"" was the only Harrison composition to top the American charts while he was in The Beatles.
John Lennon and Paul McCartney, the band's principal songwriters, both praised ""Something"" as among the best songs Harrison had written, or the group had to offer. As well as critical acclaim, the single achieved commercial success, topping the Billboard charts in the United States, and entering the top 10 in the United Kingdom. The song has been covered by over 150 artists including Elvis Presley, Shirley Bassey, Frank Sinatra, Tony Bennett, James Brown, Julio Iglesias, The Miracles, Eric Clapton, and Joe Cocker, and is the second-most covered Beatles' song after ""Yesterday"". Harrison is quoted as saying that his favourite cover of the song was James Brown's, and he kept Brown's version in his personal jukebox.",Shove,"1
: to push along
2
: to push or put in a rough, careless, or hasty manner : thrust
3
: to force by other than physical means : compel <shove a bill through the legislature>
intransitive verb
1
: to move by forcing a way <bargain hunters shoving up to the counter>
2
a : to move something by exerting force
b : leave —usually used with off <shoved off for home>
— shov·er noun
 See shove defined for English-language learners »
See shove defined for kids »
Examples of SHOVE

He shoved the door until it finally opened.
A large man shoved me out of the way.
She shoved her plate aside.
He shoved me into the pool.
A group of security guards shoved through the crowd.
The children were pushing and shoving to see the clowns.
Origin of SHOVE

Middle English, from Old English scūfan to thrust away; akin to Old High German scioban to push and probably to Lithuanian skubti to hurry
First Known Use: before 12th century
Related to SHOVE

Synonyms: drive, propel, push, thrust
[+]more
Rhymes with SHOVE

dove, glove, love, of
Learn More About SHOVE",TRUE,"1true adj \ˈtrü\
tru·ertru·est

Definition of TRUE

1
a : steadfast, loyal
b : honest, just
c archaic : truthful
2
a (1) : being in accordance with the actual state of affairs <true description> (2) : conformable to an essential reality (3) : fully realized or fulfilled <dreams come true>
b : ideal, essential
c : being that which is the case rather than what is manifest or assumed <the true dimension of the problem>
d : consistent <true to character>
3
a : properly so called <true love> <the true faith> <the true stomach of ruminant mammals>
b (1) : possessing the basic characters of and belonging to the same natural group as <a whale is a true but not a typical mammal> (2) : typical <the true cats>
4
: legitimate, rightful <our true and lawful king>
5
a : that is fitted or formed or that functions accurately
b : conformable to a standard or pattern : accurate
6
: determined with reference to the earth's axis rather than the magnetic poles <true north>
7
: logically necessary
8
: narrow, strict <in the truest sense>
9
: corrected for error
— true·ness noun
 See true defined for English-language learners »
See true defined for kids »
Examples of TRUE

Indicate whether each of the following statements is true or false.
If their predictions are true, we'll be in for a long winter.
Is it true that you were planning to go without me?
Jobs are scarce, and that is especially true for managers.
The true cost proved to be much higher than they said it would be.
His true character was revealed.
the true meaning of the term
Origin of TRUE

Middle English trewe, from Old English trēowe faithful; akin to Old High German gitriuwi faithful, Old Irish derb sure, and probably to Sanskrit dāruṇa hard, dāru wood — more at tree
First Known Use: before 12th century
Related to TRUE

Synonyms: bona fide, certifiable, certified, dinkum [Australian & New Zealand], echt, genuine, honest, pukka (also pucka), real, right, sure-enough, authentic
Antonyms: bogus, counterfeit, fake, false, mock, phony (also phoney), pseudo, sham, spurious, suppositious, supposititious, unauthentic, unreal
[+]more
Rhymes with TRUE

blue, boo, brew, chew, clew, clue, coo, coup, crew, cue, dew, do, doux, due, ewe, few, flu, flue, fou, glue, gnu, goo, hew, hue, Jew, Koo,...
[+]more",Diary,"A diary is a record (originally in handwritten format) with discrete entries arranged by date reporting on what has happened over the course of a day or other period. A personal diary may include a person's experiences, and/or thoughts or feelings, including comment on current events outside the writer's direct experience. Someone who keeps a diary is known as a diarist. Diaries undertaken for institutional purposes play a role in many aspects of human civilization, including government records (e.g., Hansard), business ledgers and military records.
Generally the term is today employed for personal diaries, normally intended to remain private or to have a limited circulation amongst friends or relatives. The word ""journal"" may be sometimes used for ""diary,"" but generally a diary has (or intends to have) daily entries, whereas journal-writing can be less frequent.
Whilst a diary may provide information for a memoir, autobiography or biography, it is generally written not with the intention of being published as it stands, but for the author's own use. In recent years, however, there is internal evidence in some diaries (e.g., those of Ned Rorem, Alan Clark, Tony Benn or Simon Gray) that they are written with eventual publication in mind, with the intention of self-vindication (pre- or posthumous) or simply for profit"
Cracker,"Fire work,Crackling ,Cry, Break, Stunning",Something,"Anything, wanting, any,",Shove,"shave, clean , level,",TRUE,"virtue, peace, angel, character, clean",Diary,"memories, memo, reminders, book, important"
Cracker,A cylinder shape of hollow tube usually containing a small gift and joke.To open they must be pulled apart letting off a slight BANG,Something,A thing not know,Shove,"to push aside, to trust away from you",TRUE,Some that really occured or happened,Diary,writing daily notes into a journal. writing your life experiences
Cracker,"breaker, fracture",Something,"anything, great, amazing",Shove,"push, thrust, propel",TRUE,"accurate, right, correct",Diary,"journal, record, chronicle"
Cracker,One that cracks,Something,a certain indefinite thing,Shove,To push rudely,TRUE,reliable,Diary,a book uses for personal records
Cracker,"is edible, is dry and thin, is a kind of biscuit",Something,"One thing, not specific,in general, used in broad term",Shove,"to push with force, a rough passage, also a skateboarding trick",TRUE,"is real thing, transparent, is a fact, a reality, is used in speech",Diary,"is written, type of blog, best source of memory, is like a notebook"
Cracker,"Cracker:-wafer, soda cracker, oyster cracker,  cream cracker, hardtack, sea biscuit, cookie",Something,"Something:- event, object, portion, anything, being",Shove,"Shove:-jostle, push, shoulder, jostle, elbow.",TRUE,"TRUE:- Proper, Exact, Accurate, Unerring, Correct, Precise, Right, Spot On, Truthful, Faithful, Literal, Authentic, Veracious",Diary,"Diary:-Appointment Book, Date-book, Calendar, Engagement Book, Journal, Chronicle, Log, Record,"
Cracker,"firecracker, cookie, one who boasts, biscuit, chemical factory",Something,"object, cause for, reason to fight, live for",Shove,"push from behind, forcible, violent action",TRUE,"fact, actual event, without any lie, legitimate",Diary,"record of events, copy of court proceedings, personal record"
Cracker,"A thin biscuit, usually crisp, rarelysweet.An offensive term used to describe or refer to white people",Something,"An unspecific thing, used to convey that there is more than nothing ""I know I heard something in the bushes""",Shove,"Push, elbow, force, cram, to delay something, an encouraging nudge to do something",TRUE,"Factual, real, honest, genuine, sincere, natural, organic, dedicated",Diary,A journal of past events and feelings. A daily planner or schedule.
Cracker,"cracker bonbon, snapper, banger, firecracker, redneck",Something,Somewhat,Shove,"jostle, squeeze, stuff, thrust",TRUE,"true up, dead on target, straight, on-key, truthful,",Diary,journal
Cracker,"Something that explodes or crumbles, something that is crisp",Something,An object that is not defined,Shove,Push something roughly away,TRUE,"Real, fact, not false.",Diary,A book in which one records events of the day
Cracker,"cracker, snapper, firecracker, cracker bonbon, banger, redneck, sound, festivals, celebration",Something,"small, some little, small quantity, small volume, some matter, something special, something occassional",Shove,"jostle, thrust, stuff, shove, squeeze, extort, pressure, crush, scarf out, lug, rack",TRUE,"truth, true friend, true situation, true matter, true documents, true copy, true paper",Diary,"book, events, writing events, diary writing, daily events, diary memories"
Cracker,crisp biscuit,Something,not known,Shove,push,TRUE,not false,Diary,butter
Cracker,"burst, festival",Something,"anything, product",Shove,"user, weapon",TRUE,"fact, real",Diary,"book, indicate"
Cracker,"Fiery flower,a festival,fir for joy.",Something,"about unknown,description of a specific,related with.",Shove,"push out,sudden happening,a fast un-expected one.",TRUE,"A fact,belief,a definition,correctness.",Diary,"A souvenir,a momento,makes us to travel to past."
Cracker,"diwali,light,sound,pollution,burst,happiness,celebration.",Something,"light,small,large,great,big,small.",Shove,"shove off,thrust,squeeze.",TRUE,"story,life,picture,test,proof.",Diary,"daily,milk,food,ghee."
Cracker,one which burst with sound when lit,Something,unspecified thing,Shove,to push roughly,TRUE,genuine,Diary,a calender book for recording something
Cracker,"a thin, crisp biscuit",Something,anything unknown,Shove,to push roughly or rudely,TRUE,sincere,Diary,a shop or company that sells milk
Cracker,"redneck, biscuit, eat with cheese",Something,"object, a thing",Shove,"push, move with force, evil act",TRUE,"not false, Say what really is the case",Diary,"private thoughts, secrets, anne frank"
Cracker,"a thin, crisp biscuit.",Something,a certain undetermined or unspecified thing.,Shove,to push roughly or rudely; jostle.,TRUE,being in accordance with the actual state or conditions; conforming to reality or fact; not false.,Diary,"a daily record, usually private, especially of the writer's own experiences, observations, feelings, attitudes, etc."
