id_code,start_time,end_time,duration,zebra,house,fudge,girls,tree,string,splice,surgery,turtle,branch,emergency,amuse,schedule,patient,shoe,lost,strange,temple,dull,conference,sunset,doll,simple,puke,south,am,wound,tape,achieve,road,cave,ladder,find,tissue,ashtray,film,beast,meat,zero,ship,fragile,die,question,pancakes,vomit,sword,slip,syrup,bother,wimp,it,male,empty,tupperware,gloves,ax,small,cabbage,feet,quiet,search,rock
64150,9/25/10 13:08,9/25/10 13:31,23,"is an animal, has black and white strips, is a logo, lives in Africa,","has many rooms, can be any color, provides a home, outside has a porch, is large or small","chocolate, brown,","babydolls, princess, pink","large, old, bark, wood, paper,","makes yarn, a chids toy, long, skinny, any color,","splinter,","very complex, use medical tools, saves people,","hard shell, soft interior, pets, live on land, lives in the sea","off a tree, long, short, fire wood, climbing,","panic, ambulance, doctor, police,",fun,"time, classes, organization","doctor, sick, not well, grieving family","feet, shoe lace, niki, Toms,","tv show, associated with feelings of panic and distress","odd, out of place, different","God, Jews, Holy Place",not sharp,"meeting, committee","Evening, beautiful","baby, girl, Barbie","easy, strait forward.",vomit,"Mexico, bottom part of a map",common used word,"blood, sore, cut, open, doctor","sticky, holds things up or together",goals,"highway, driving, car","bears, wet, dark","heights, building things, hammer,","excitement,","nose, snot,","smoking cigarettes,","used for movies, old,","wild animal, tiger, lion, bear,","come from animals, humans livelihood,","smallest number,","sail, water,","weak, old, precious,","end, tears","answer,","flour, syrup, breakfast food, goes well with bacon","gross, digested food, smells horrible, looks gross.","fighting, sharp, shiny, two edged,","girl, skirt,","pancakes, corn syrup, vanilla","family, protector","small,","anything,","not female, testes, facial hair, macho","gone,","container, cooperation,","hands, fingers, warm","trees, firewood, sharp, tool","not big, little","vegetable, green, salad,","two, toes, shoes,",peaceful,"to look diligently,","Element, the earths core, hard, can be pretty, useful tool,"
64030,9/26/10 13:35,9/26/10 14:01,26,"striped, black and white, fast, dangerous, at the zoo, dirty, eats a lot, has hooves, looks like a horse, quiet","can be any size, any color, is a comforting place to be, a protective wall, a fenced in yard, keeps you warm in the winter, protects you from weather, a place to eat, has many materials it is made of,","food, chocolate, yummy, good for dessert, brown, thick, warm","gitty, talkative, loud, gossip, perfume, pink, , long hair","large or small, wood, sap, leaves, photosyntheisis,apples","useful, long, any color","cut, make halfs, food","bloody, helpful, cutting, tools, expensive, doctor, nurse, hospital, rolling bed, sleepy, painful","slow, hard shell, warm, lay eggs, green, bite","tree, leaves, brown, hard, carries water, holds birds","fast, ambulance, hospital, dotors. EMT","make one laugh, funny, entertainment, loving, good time passer","time, fast, booked, planner, calender, good, helps keep track of things, is a good thing","hospital, sick, needs help, medicine, sad, hurting, lonely","comforting, holds feet, warm, helpful, large or small","cannot find, not in sight, maybe gone forever, forgetful","out of place, doesn't belong, gives you a funny feeling","church, place to see god, peaceful, loving, large, pretty","not shiny, bland, not interesting, blah","long, talking, sitting, notes, not fun, large rooms, cold","warm, beautiful, beach, sand, clouds, pink, orange, red","baby, dress up, play mom, comforting, small, large, soft","plain, pretty, elegant, loving, white, light colors, no jewelry","gross, acid, stinky, partially digested food, belongs in a toilet, any color","down, florida, beach","to be, exist","hurt, violence, infection, cut, stitches, blood, hospital, surgery","sticky, helpful, long or short, holds things in place, see through","reach a goal, positive, confidence, good, amazing, smiling","long, continuing, never ending, hard, black, lines, cars, streets","dark, bat, wet, muddy, can crawl around in","tall, holds you up, wood or metal, hard, sturdy","searching, i spy, a long journey","blowing your nose, white, soft, falls apart, throw away","yuck, cigars, lung cancer, bad, dirty, ashy, powder","movie, entertainment, popcorn, candy, soda","scary, huge, big teeth, large claws, in a book ad movie","yummmy food, cows, ground beef, can be cooked, can go bad","nothing, nada, left without, lonely, empty","water, shrimp, forest gump, wood, sail, motor, sharks, ocean, sun, beach","breakable, glass, plates, old things, small things, antiques","sad, grief, murder, cold, hurtful, changing of a life, ending of a life","asking about something, good, positive, school, teachers","syrup, grittle, hot, butter, oj, breakfast, coffee","gross, sick, thermometer, temperature, hot, bowl, medicine, hospital","knife, hurtful, long, sharp edge","under dress, comfortable, makes you prettier, warm, long or short, clothing","pancakes, food, ihop, waffles, butter, early morning, coffee, sugar, milk, OJ","friend, older or younger, sports, protective, smart, immature","coward, not willing, scared, small, bullied",talking about something in particular,"guy, immature, messy, rude, tall, strong, blue","nothing, lonely, hungry, sad, need someone, sad, depressed","hold food, can be any size, has a lid, keeps food fresh. used for household food, smooth. reusable","wrap, smooth, comforting, warm, winter, snowman, sledding","tool, hard, cold, hangs up in shed, sharp, helpful","little, tiny, shrimp, cant reach","food, rabbits, garden, green, in salad, healthy","helpful, stinky, has 5 toes. comes in many sizes, can be covered and protected with shoes","no sound, peaceful, loving, baby sleeping, time to think","to find, lost person, lost object, could last a long time, light house","hard, outside, string, can break, useful, landscaping, trees, plants"
64063,9/26/10 14:14,9/26/10 14:26,12,"stripes, zoo, animal, creature","appliances, rooms, family, pictures, bathroom, kitchen","good, tasteful, yum, calories, fattening","loud, obnoxious, pretty, nice, mean, 2 faced","green, oxygen, paper, pretty, tall","sewing machine, stitch","spice for food, soup, onions","knife, medicine, hospital, 911, ouch","green, slow, quiet, scared","tree, bark, brown,","911, help, SOS","funny, interested","classes, school, your day, calender",hospital or doctors office,"rubber, laces,nike, expensive","gone, not found, help, where am I, GPS",weird,"your body is a temple, egyptions, pyrimad","grey, not sharp","important, meeting","sunny, ocean, pretty, view","barbie, ken, fragile, baby","easy, quick","gross, disgusting, sick","south pole, santa, christmas","morning, tired, coffee, school, alarm clock","blood, car accident, scratch, hospital","sticky, useful, duck tape,","accomplished, graduated","signs, curvy, yellow lines, straight, dangerous","cave man, dirty, smelly, dark","climb, heights, helpful, high","found it, where is it at,","sneeze, cold, flu, sick","smoke, cancer, cigerate","movie, blockbuster, celebrity","big, hairy, scary","uncooked, pink, e coli, burger","zip, nada, nothing, gone","cruise, sunny, water, sink, titanic","old people, glass, dolls","death, sad, mourning, six feet under","what, when, where, who, why","bananas, chocholate chips","gross, sick, hung over, flu","fencing, pirates of the carribian","fall down, accident, embarrassed","sticky, pancakes, waffles, breakfast","annoying, insect, bug, buzzing in ear","scrawny, little, nervous","thing, that, this, what,","big, strong, muscular","gone, nothing left, needs more, sad",storage for food,"cold, winter, soft, fuzzy","heavy, powerful, cuts","little, short, tiny","salad, green, lettuce","big, small, smelly, pedicure, spa","shh, no noise","find, lost,","rock n roll, bret michales"
63160,9/26/10 22:34,9/26/10 23:04,30,"is an animal, lives in the wild, eats other living organisms to survive, breathes oxygen, runs on energy from food and from the sun","building, where people live, solid, will not move, warm or cold","chocolate, caramel,","caring, loved, needs to feel needed","alive, made of wood, takes in oxygen","thin, small, easily lost","cut in half, divide","fix repairs of body, need to be whole again","animal, small, lives in shell, reptile","tree, wood, used for hanging things on, takes in oxygen","help,need to be seen by a doctor immediately","make laugh, leave feeling happy","time limits, be there on time","person, human being",small,"cannot find, need a new one, forgotten about","weird, old, odd, out of place","for prayer, and quiet thinking","boring, unsatisfying","meeting, people talking","before night, before dark","plastic, easily broken","easy, fun, don't need to think about",regurgitated food,"below, the opposite of north",noun,"cut, hurt, needs attention","sticky, easily wasted","excelling to be the best, hard-work, determination, persistence, press on","trip, concrete, paint","rock structure, place for warmth","metal, tall, carefully climbed","discover, happy, not lost","thin, small, always hidden","small, smoke filled,dirty","video, entertainment,","animal or human, not wanted to be seen","food, used for eating, not eaten by all, wished for in some countries","number, not used for fractions, is not a persons age","boat, large, travel on water with","breakable, glass","dead, not breathing, quiet, forgotten, missed, held in high regard","what,why,how, when, where","food, round, made easily and quick","puke, regurgitated food","thick metal object, used to hurt others, should not use if untrained","fall, hurt self","for food, sticky",pest,"loser, not cool, needs a friend","person, human","human, XX, role model in life","not full, without object","plastic, for keeping food in, round or square","for warmth, grip, protection","used for cutting, wooden, metal","tiny, lost without knowing","food, green, does not taste good","small or large, warm and cold at times, part of human body","silent, not talkative, without words, a state of peace","discover, find, learn","solid, outside, not for toy"
62389,9/27/10 0:20,9/27/10 0:37,17,"an animal, black and white, striped, mammal, pretty.","Your home, where someone lives, a location, a shelter, a need, safe place, family.","chocolate, yummy, melting","female, young","enviornment, pretty, nature, oxygen releasing","rope, thin, tie,",slice?,"sick, broken, operation","hard shell, animal, scared","part of a tree, birds use to make nests,",immediate attention needed,entertain,"places to be, to do list, where to go when","easy going, relaxed","style, clothing, for feet,","clueless, unknown where to go,","weird, unsure, different","Church, place of meeting.","not sharp, boring,","group conversation, gathering","pretty, sunny, colorful","little girl, scary, toy","Easy to understand, not complex","gross, vomit, sickness","opposite of north, down. direction",what you are,"cut, ill, scar, doctor, stitches","sticky, holds things together,",completing a goal,"guidance, direction","dark, rocks, scary, mineral","kids play on it, how to reach a height, looks like DNA","search, look,","what you put in bags in wrapping presents, colorful","Smoking, gross, dirty, smelly, where smoking buds go into","movie, entertainmen","scary, big, manly","animals, fatty, food,",nothing,"water, travel, cruise","easy to break, careful,","death, way of death, ending",what you ask when you don't know,"food, yummy, carbohydrates","gross, throw up, being ill, smelly, stomach problems","weapon, old fashion,","wet,","sweet, sticky, good, pancakes","sibling, boy child,",weak,a certain thing,"boy, man, guy","nothing in it, zero","storage, plastic,","warm, stylish, protection","cutting tool, weapon,","little, short, skinny,","food, gross, green, lettuce","what you walk on, how you balance, toe","silent, not loud","google, looking for something,","hard, minerals, rough, strong, stable"
62602,9/27/10 11:03,9/27/10 11:10,7,physical,functional,functional,functional,functional,functional,functional,functional,functional,functional,physical,physical,functional,physical,functional,physical,physcial,functional,physical,functional,funcional,funcational,physical,physical,physical,physical,physical,functional,physical,functional,functional,functional,physical,functional,physical,functional,functional,functional,physical,functional,physical,physical,physical,functional,physical,functional,physcial,functional,functional,physical,physical,functional,physical,functional,functional,functional,physical,functional,functional,physical,physical,functional
64732,9/27/10 13:01,9/27/10 13:18,17,"black, white, four legged, animal, medium sized, hoofed, plant eater, gentle, zoo, desert,","big, homily, sleeping place, family, dinner, dinning room","poop, chocolate","smart, elegant, graceful, honest, beautiful, easy to look at, different, gracius","big, green, wodden","short, shoe string, cat toy","so dumb movie, soda?","scary, helpful, expensive","sea, old, finding nemo","on a tree, leafs, hard, made of bark, deion branch, football","wreck, scray, sad, fire drill, tornado, hurricane, world trade center","jokes, video games, computer time","school, life, on schedule","hostipital, something i lack, injury","nikes, toms, size 12, do they fit, shoe laces, socks","tv show, scary, easy to do, worst feeling","strangers, college, meeting new people, they way things look","universty, place to pray, not the place i want to be on a sunday","school, this survey :-), learning, reading","call, meeting","beautiful, cold, fun to watch","stuiped, for girls, fun to blow up, childhood","the survey, math, not life","nasty,little kids, babies, the pool","kkk, chicken, slavery, watermelon","early in the moring, sleep,","cut, scab, bleeding, pain","video, audio, tape the game","goals,","cars, yellow lines, wrecks, scenic","isolated, scary, trapped, stalagites","climbing up, made of wood, falling","finders keepeers, something u lost","snot, soft, winter,","dont smoke, cigs, cigars,","dark night, memento, prestige, actors ,fun to wath","me, tech nine, animal, altheletes","good to eat, steak, chicken, hamburger","zip, goose egg,","priate, immigrants, slaves","the leg lap in a christmas story, glass, laps,","scary, people, halloween","to many, school, question mark","yummy, syrup,","gross, cleaning it up, drunkin parties","halo, sharp,pirates,","pool, water, slippery, dip","pancakes, fork knife, sticky","something i wish i had, big brother, brothers in a frat","little kids, bullies, lunch money","thing, if u dont no what it is","strong, masculine, testorone","the glass, thoughts, emotions","food, heat up, mircowave","rubber, fit to the hand, rip easy","sharp, killing weapon, trees","short, tiny, brain","nasty, green, vegetable","big, hairy, toes","sleep, study, family time","engine, goole, ask jeeves, wikopedia","wwe fighter, solid, fun to throw, weapon,"
64327,9/27/10 13:28,9/27/10 13:52,24,"like a horse, has stripes, is exotic","it is a structure, made of wood or metal or stone, a place to live","treat, made of chocolate and nuts, baked",females before adulthood has been reached,"made of wood, grows from the earth",fiberous material,to cut and then place something in between the cut and then mending the ends together,the act of making an incision and fixing or exploring someone's insides,"reptile, animal that has defense mechanism of a shell","part of a tree, made of wood","a time of great distress, life or death situation",to entertain or to make happy,a list of things that have to be done or haven been chosen to be done,someone who is being cared for,"used to protect feet, worn by humans",having something and then not being able to find it,that which does not comply with the social norm,"a spiritual place, used for peace",not sharp,"a meeting of people, a set delegation or group",when the sun reaches the western horizion,an imitation of a real living thing,"easy, not hard",made of partially digested food,"cardinal direction, used to describe regions",proclomation of self,an injury,a non-liquid adhesive used to bond together objects,to attempt something and then succeced,"made of rock, driven on","a hole in the earth, created by erosion or people","used to reach tall places, made of wood or metal and climbed on",to seach for something and be successful,"made of paper, used to clean",used to hold ashes of cigarettes or other smoking apparatuses,a movie,"angry, something that is out of control","eaten by carnivoires and omnivoires, what all animals are made of","number, before one",a large vessel used to travel or transport things over water,"not strong, easily broken","the act of being dead, to lose all signs of life",a statement requiring an answer,"cooked, made of flour eggs and water",made of partially digested food,"sharp, made of metal, used in battle",to slide and fall,"thick, sugary, brown","to annoy or pester, unwanted",a person lacking strength,used to describe any object,having the male sexually reproductive organs and xy chromosome,the state of not being filled,"made of plastic, used to hold left over food","used to protect hands, made of different plyible plastics","used for chopping/cutting, made of metal and wood","not big, lesser from your perspective","a vegetable, leafy and green",the part of the body used to walk on,"the absence of sound, not loud",to have lost something and to try to find it,"mineral, what the ground or earth is made up of"
62545,9/27/10 14:25,9/27/10 14:40,15,"has stripes, is black and white, is a type of horse, is an animal, is a mammal, lives in africa, may be found in a zoo","is a building, has a roof, has windows, contains a family, is a place to live, contains furniture, has doors","chocolate, candy",people,"a plant, leaves chaning color, branches",used for crafts such as knitting,science,"incision, doctor, hospital",animal,"tree, twig, stick","911, a dire situation",to entertain,"school, things to do, stress","calm, able to wait, found in a waiting room at a doctor's office","a foot covering, athletic wear",to not know where you are,"something that is odd, unusual, or weird","a place for worship, a building, a holy place","boring, not sharp","room, long table, chairs","night, end of the day","toy, girl, barbie",easy,"vomit, scared, yuck, sick","down, under, below","i am, to be","scar, cut","used to connect things, sticky","to do something, to accomplish","trail, interstate, highway, path","dark, damp, bats",something you climb,to locate something,"kleenex, box, paper","smoking, cigarettes","movie, camera",a large animal,a food that comes from animals,an absence,"a type of boat, sailing","breakable, soft","to no longer be alive, to cease to exist","hypothesis, wonder, idea","syrup, breakfast food, skillet","scared, yuck, sick","knife, weapon","under a dress, falling","pancake, breakfast","to annoy, irritate","scared, person","that, thing","man, masculine",not full,"container, storage, food","finger covering, used in the cold",weapon,"tiny, miniscule",vegetable,"at the bottom of your body, used for walking, toes","not talking, without noise","look for, find","nature, rock music"
65047,9/27/10 14:28,9/27/10 14:39,11,has stripes,where you live,is too rich,Just wanna have fun,pear,threads,foreinsics,is performed too often,Ninja,Michelle,Exit,an amusement park,class and work,the patience of a Monk,blue suede,Fox series,unusual,religion,uninteresting person,call,Street East and West,rag,plain color,throw up,Park,Dr. Suess books,an open,cassette,unlocked achievements in video games,yellow and white stripes,bats,Fireman's,find and replace on Word,paper,smoking environment,a film student,beauty and the,Steak,no one pays enough attention to zero,Pirates and Vikings,A moving box,poetry,asking the unknown,Sunday morning,a lot like puke,"is usually pronounced like ""sord""",Wet floor,chugging,winnie the pooh,young boy,something else,genitalia,gas tank,never can keep the top with the bottom,mittens,melee weapon,size,is in Eggs rolls,pointed,Library,blank bar on Google,paper scissors
63115,9/27/10 14:57,9/27/10 15:04,7,stripes,windows,chocolate,beauty,roots,fibers,cut,doctors,green,twig,911,laugh,busy,kind,laces,confused,unfamiliar,point,round,talking,happiness,makeup,easy,chunks,desert,sleep,blood,strips,goal,asphalt,wet,steps,search,snot,ashes,negatives,hair,protein,none,wood,glass,funeral,curiosity,syrup,pink,sharp,fall,sugar,annoyance,afraid,clown,muscles,air,plastic,protection,wood,tiny,vegetable,toes,silence,team,hard
64963,9/27/10 18:23,9/27/10 18:31,8,"black, white, zoo, wild, eat grass","brick, siding, wood, stairs, kitchen","rich, chocolate, homemade, factory","breasts, pretty hair, has a purse, are shorter than males, jelwery","In the woods, in your yard, makes shade, produces fruit, birds live there, can be huge","long, made of cotton, made of wool, makes clothing, handmade","sharp, cuts wood","needles, bed, patient, doctor, sickness, stitches, staples, brain, heart, knee,","green, hard shell, slowly moving,","from tree, wood, leaves","lights, hospital, ambulance, sickness","make someone laugh, funny","list of events, itinerary, daily,weekly,yearly","sick, mentally unstable","feet, sneakers, tennis, colorful","cant find, looking for something","weird, awakward, not usual","god, worship, building, pretty, holy,","boring, not exciting","tables, in an office, nice chairs, many people","pink, red, before dark, sky, sun going down","cuddle, little girl's companion, made of cloth, made of plastic, has clothes","boring, ugly colors","sickness, alcohol, toilet, runny chunky","warm, sweet tea, more farms,","yourself,","cut, blood, doctor, stitches, hole","clear, white, masking, packages, scotch","working hard,","lines, tar, asphalt, concrete","dark, cold, quiet, wet, in rocky places, animals live","big, small, steps, construction","lost, search for something","soft, white, rough, sickness, runny nose","cigarette, cigar, metal, glass, built into cars","black, has holes, holds movies, holds pictures","big, scary, hairy, tall,","beef, chicken, prok, served at dinner, from farms,","cirlce, a number","floats on water, peaceful, made of wood, on lake, ocean,","breakable, packages, glass","staining fabric, all colors, will not come out","has a question mark, needs an answer,","warm, syrup, circles, yellow, golden","from sickness or alcohol, chunky, runny, in toilet","sharp, shiny, has a handle,","white, black, under dress,","thick, maple, sticky","loving, support, older, younger","not strong, quiet , shy,","no gender,","penis, more dominate, tall","nothing inside, all gone,","containers, storage devices, clear, holds left overs","hands, warm, colors","tool for cutting wood, is sharp, has a handle","tiny, little, fragile","green, garden, oval,","toes, smelly","no one talking, nothing can be herd","look, discover","hard, big, small, grey, red, brown,"
65056,9/27/10 20:34,9/27/10 20:55,21,"is a horse, it is striped, it has four legs, it can walk, it lives in the wild, it has a mane, it can neigh, it can run, it is a mammal, it has hair, it can see, it has a tongue, it has predators,","it has a roof, it has a kitchen, it has a bathroom, it is shelter, it has bedrooms, it can have a basement, it can collapse, it has a living room, it has a dining room, it has a fridge, it has sinks, it has floors, it can have stairs, it has chairs,",a sweet treat,fun loving human beings,"a unmoving object, a breathing object, photosynthesis maker","bracelets, rope, knots",two ropes,a medical procedure,"a slow person, a green reptile, shell","parts of a tree, leaves",an accident,"a funny person, interesting",a list,an unhealthy human being,feet protectors,"a frightened child, unknown place, unfamiliar place","a homeless person, an unusual object",a building,a not so shiny object,a meeting,"a perfect picture, skies bedtime","a mini mannequin, outfits, hair",an easy task,already chewed food,"south dakota, west, north, east",an atom,a future scar,"sticky paper, glue's substitute","a goal, a dream",a path to a destination,"a dark room,",an object to climb,"a relief, to seek",unusable napkins,"a dish, smells gross",a plastic rectangular block,a scary monster,part of an animal,a number,"a boat, sailors",baby's fingers,the black hole,someone's unknown thought,breakfast food,chewed food,"a metal knife, a weapon","slip n slide, fallen, an accident",a sugary dressing,"a pet peeve, annoyance",a scrawny person,unknown boy or girl,a masculine person,waste basket,plastic boxes,hand protectors,a strong cutting utensil,a mouse,lettuce's sister,"a smelly body part,","a mute, nap time,","task-bar, resources",a hard object
64282,9/27/10 22:52,9/27/10 23:00,8,"has black or white stripes, is similar to a horse, does not sound like a horse, is a herbivore, is an inhabitant of Africa, can be found in a zoo","is a home, is a building, has windows, has doors, is found in cities, towns, neighborhoods","is hot, is solid, is chocolatey, is sweet, smells great","are giggly, are dramatic, are cute, are smiley, have an attitude, have nice complexions, have long hair","are ancient, produces oxygen, is a home to squirrels and birds, is tall, has leaves","is thin, is soft, is breakable, is simple",is a cut,"to cut open, to severe, sharp utensils, sterile, anesthetic","is small, is harmless, is in a shell, is slow","an extension of a tree, a solid piece of wood, something that burns, an extension","is a natural disaster, is a terrorist attack, is a sudden ailment","to laugh, to humor, smile","is to keep track, is to manage time, is to be on time, is a calendar","is calm, is subtle, is waiting","is used to protect your feet, is expensive, is important, is different colors, is small, is large","needs to be found, is a television drama by JJ Abrams, is lonely","is weird, is different","is holy, is religious, is big, is beautiful, is well-designed, is silent, is dusty, is tall","is not sharp, is discolored, is gray, is ragged, is rigid","a business meeting, a group of people","is red and orange and yellow and pink, and beautiful, and memorable","is small, is plush, is happy, is for little girls,","is not complex, is directions, is clear","to throw up, chunks, corn, smelly","Is the Confederate, is slavery, is the Prime Meridian, is the bottom of the compass",is used to express,"is to bleed, is painful, is going to hospital, is fighting","is sticky, is used to hold things together, is clear","to accomplish, to succeed","is lengthy, connects cities and towns, is drove on by automobiles, requires constant repair by government,","is damp, is dark, is slick, is dim","is a series of steps, is made of metal, is useful","to be happy, to be relieved, to locate","is soft, is inside your body, is essential for life, is cloth used to blow nose","smells, contains ashes, is located in a bar and smoking sections, is useful to smokers","is a story, is slimy, is for entertainment, is to protect,","is dangerous, is gentle, is in contrast to beauty, is hairy, has sharp teeth","is chewy, is filled with protein, smells, is red","is the number less than one, is nothing","sails on water, is made of wood, is large, is a technological feat","is breakable, is glass, is shipped with bubble-wrap","pain, produces tears, coffin, end of existence, a new beginning","is used to gain a better understanding, can be short, can be simple, can be complex, should be asked in the classroom","are flat, are round, are tasty, smell delicious, are a breakfast item","is puke, is chunks, is smelly, is gross, is distance","is sharp, is used in combat, is metal, is shiny, is sheathed","is a note, is an accident caused by something wet or slick, can be dangerous,","is sticky, is flavorful, is used on waffles and pancakes","to abuse, to annoy, to disrupt","to cry, to be fragile, to hurt, to be alone",describes something,"is opposite of female, has a penis, is dominant, is arrogant, is tall","is lonely, is valueless, is void,","is clear, is durable, is used to store food","have five fingers, have one size, are soft, are used to protect your hand","is a tool to chop wood, is a weapon, has a shaft and head, is sharp, is made of a metal, is obsolete,","little, tiny, not large, is simple","smells, is green, is crunchy","are ugly, are useful, have five toes, are dirty","is hushed, is silent, is whispered, is distant","to find, to locate, to seek out, is used to find something","is solid, is big, is small, can be heated, can be melted, can be cooled, are located all over the world"
62677,9/28/10 6:57,9/28/10 7:28,31,black and white stripes. four legs. wild animal. grazes. hunted by predators. has tail. has two ears.,"runs, has soft muzzle. eats hay. can be ridden. has mane.",chewy. tastes delicious. sweet. soft. warm.,people. look pretty.,used for wood by people. grows. is green and brwon,long. white. ties things. soft.,twisted. used to repair things by people.,used to repair bodies. developed over many years. used in a hospital by people. smells.,has a shell. has four legs. moves slowly. smells like algae. bites.,part of tree. moves in wind. used for wood.,feels hurried. accident. sounds noisy.,used to entertain. used by people. noisy. happy.,"used to plan things. used by people, busy. hectic.",quiet. sedated. waits. under a doctor's care.,used to cover feet. can speak. used by people.,feels desperate. unintentional. looks sad.,smells. seems odd.,sanctuary. has pillars. smells of incense. type of synagogue.,boring. not sharp. hard.,used to decide things. used by people. feels boring. sounds noisy.used by companies.,colorful. beautiful.,used to play with by people. cute.,plain. look. asthetic. no frills.,throw up. used by animals.,under. down. beneath.,to be. exists.,hurts. feels painful. used by living things for defense.,used to put things together. clear. sticky.,feels estatic. used by living things.,hard. used for travel by people. smells of tar. looks black,dark. echoing. damp. used to hide things. quiet. a hole.,feels hard. used by people to reach high places. similar to portable stairs,feels happy. used by living things to get what they want.,part of the body. warm. used by animals. white.,flat. smells of cigarettes. dirty. used by smokers.,black. used to store images. invented by people.,acts like a brute. animalistic. sounds noisy.,is eaten. tastes good. looks colorful. is cooked.,used to determine the absence of another number. occupies space. used by people. used in math.,floats. used to transport things.,can break.,feels sad. done to living things. smells.,interrogation. used to find things out. sounds higher pitched at the end.,flat. are eaten. taste delicious. feel warm.,smells bad. looks worse. feels disgusting. used to remove things from stomach,sharp. can cut. long.,fall. slippery. hurts.,sweet. delicious. used to season food. sticky.,feels annoyed. used against people.,scared. coward. runs away.,used for description. word.,men. ooposite sex. sounds noisy. smells.,without things. space. blankness.,plastic. used for storing things. hard. usually clear. container.,feels soft. used by humans to protect hands. used for working. used to be used for social functions.,sharp. can chop things. used by people.,not large. tiny. miniature.,is eaten. used for food. is green. cole crop.,used by animals to walk. smells. feels. part of the body.,solitude. peace. without sound.,used to find things. used by living things. noisy. desperate.,hard. used for decorative purposes by people. comes from bigger rocks.
65065,9/28/10 11:23,9/28/10 11:54,31,"Has stripes, is black and white in color, resembles the body style of a donkey, is the logo for zebra stripes bubble gum, is  a funny character in themovie madagascar, has a mohawk","A house is a shelter, a covering, a form of protection, a place that inhabits a family or individual, is usually sqaurish in shape, can vary in style and archetectuaral details, a place to rest your head","chocolate, brown,thick, syrup, used on ice cream,","women, females, chicks, ladies, smaller built than men, daintier, smart, pretty, feminine, strong, give birth, have babies, nurturers","tall, provides shade, provides food, provides oxygen, brown, green leafed,","long, flimsy, used on shoes, or for tying things together,","a small piece of something, a small section, and tiny sample","to cut open, being put to sleep, attempt to make well,","slow, green, shell, tourtoise, scared, hides for protection,","on a tree, long skinny usually, brown with leaves, usually hold the food","urgent, important, prayers","entertain, make people laugh, ejoying onesself, parade about,","an agenda, a calendar, with dates, keeps you organized","slow to anger, understanding","sneaker, heel, pump, has soles, has shoe strings, goes on feet,","with out direction,","different, unique, weird, unusual,","sanctuary, place of worship, protection, love, kindness, judgement free, a place of wisdom, place of knowledge, place of the Lord, House of God","boring. lame, not sharp, a boring person, or a unsharpened knife","a meeting, a gathering, a place for new learning, new knowledge","colorful, beautiful, romantic, orange, resting time, relaxing, picturesque","a childs toy, toplay with, used for imagination expansion, wears dresses or has diapers","easy, gravy, piece of cake, wasn't nothin, no problem, also relates to stupid, lame, un educated, basic, boring or dull","vomit, through up, hurl, ralph, spit up, get sick, disgusting, nasty, rejection, regergetate","dirty south, southern hospitality, spicy foods, jazz, blues, soul food, southern belles, southern gentlemen","are, was, will be,","energized, excited, amped, hyper,","plastic, sticky, rolls out, holds stuff together, creates art work, wraps presents,","success, grasp, hold on to, receive it, victory, mission complete","street, boulevard, avenue, drive, parkway, circle, you walk, ride, drive on it","cool temperature, dark, underground, rocky, wet, spooky, bats, bears, hideout","tall, steps, used for high rewaching, potentially dangerous, creates height,","search, seek out, look for, rummage through,","kleenex, soft, white, aids in cleaning noses, for drying tears","for cigarettes to ash in, nasty, dirty, stinky, black, smelly,","a movie, a cinema, entertaining watch on tv or in theatres","big, hairy, huge, a monster, unattractive, strong,","provides protein, usually bloddy uncooked, from animals, important to nutition, tough,","nothing, zilch, nada, nathan, also a texas rap artist","boat, yaught, sail boat, canoe, floatation device, on the water, lots of fun, tubing, skiing,","breakable, frail, weak, handle with care, gentle, used to expalin a weak object or vulnerable person","to go home, to see Jesus, to enter heaven, homecoming, to leave earth, to meet my maker, to see the king,","inquiry, question mark","aunt jemimas, fluffy, buttermilk, delicious, buttery, syrup, flat, cooked in skillet, breakfast, quick to make","to throw up, to puke, regergetate, to get sick, rejection of food, nasty","long, metal, sharp, used for battle, used for cutting or stabbing individuals, and old time weapon,","silky, white, black, neautral, lace ends, worn under skirts dress and tops, covers","used on pancakes, thick, rich, sweet, brown from maple tree","annoying, pest, like a fly, a loud noise, a nusance","punk, pussy, dork, basic, bitch, cant fight, scared acting, not tough,","a character of the Adam's Family, an object, a thing, an unknown tangible piece","men, boys, bigger built than women,, more hairy than women, facial hair, deep voices, emotionally unattached,","nothingness, all gone, with out, alone, depressing, needs encouragement","plastic, or glass, with lids, keeps food fresh, storage, older women's parties","they go on hands, they are worn for fashion or for protection, plastic, rubber, laytex, cotton, leather, lace","sharp, heavy, used for cutting wood, logo for silver dollar city, associated with old time tool, wooden handle, sharp metal head","little, tiny, petitie, miniature, fun-sized, dwarfish, munchkin, children, babies,","green, round, vegetable, in the ground, smells funny, used in soups","ten toes, you walk on them, they carry you, pedicures, lighter on the bottoms, strong,","calm, relaxed, shy, at ease, chill","seek, find, look for,","foundation, sturdy, hard, on the ground, stones"
