id_code,start_time,end_time,duration,fork,cushion,team,grand,eat,brother,hypnotize,shirt,explode,sunday,ten,female,whole,fighter,muscle,penny,train,glasses,nurse,jesus,money,shoelace,cabinet,goal,work,allow,coat,hall,who,thirsty,words,secret,liberty,home,wagon,painting,basketball,pen,object,opening,against,print,stream,motel,radio,faith,start,cabin,balloon,title,pick,thief,agreement,property,innoncent,grave,neutron,bum,fraternity,tag,obstacle,speech
63946,10/11/10 15:37,10/11/10 16:27,50,"Metal, shiny, pointy, used to eat, has prongs","soft, located on a couch, comfort","sports, working together, coexistance, tolerance","Epic, big, great, elaborate","food, nourishment, sustinence, delicious","sibling, family, blood relative","sleep, influence, skilled hypnotist, relaxation","clothing, long or short sleeved, cotton","gunpowder, chemical reaction, heat, damage, injury","church, day off, relaxing, sabbath, businesses closed","number, first two digit number, one and zero","attractive, feminine, good hygiene, well groomed","entire, no piece left out, can be divided, all-encompassing","anger, irrationality, recreation, argument","human body, development, working out, strength","worth little, copper, one cent, money, change","long, stops traffic, transport, transit, freight, conductor","see-through, improve sight, aid in beverage consumption","assistant, takes blood pressure, makes good money","messiah, christianity, god, yahweh, trinity, holy ghost, prophet","paper, work, earning, prosperity, worth","used to secure shoe, generally white, cotton, plastic tips","storage, wood, stained, container, in kitchen","long term or short term, striving, setting, working","money, standing, cooperating, long hours","let be, give permission, trust, responsibility","keeps one warm, is made of fur, worn in the winter, expensive","long, narrow, leading to rooms","unknown, random, wonder, involving a person","longing to be quenched, wanting water, dry mouth, dehydrated","semantics, communication, language, books, learning","important, protected, sacred, embarrassing","Freedom, human rights, justice, decency among society","house, place for living, family, friends, comfort","hitch, behind horse, old technology, used to haul payload","art, functional in house, toxic, stains, colorful, odorous","game, sports, athleticism, working out, running, practice","used to write, has ink, cheap, reusable, generally blue or black","Thing, inanimate, lack of emotion, man made, can't talk","hole, position available, opportunity, credentials","rebellion, anti, leaning, close quarters","opposite of cursive, words on a page, to translate a work to paper","downloading, small creek, running water, narrow","cheap, smelly, dirty, undesirable","communication, out dated, financed by advertisements, music, overplayed songs","god, belief, inspiration, divinity, hope","beginning point, getting the ball rolling, anithesis to stop","old, made with logs, located in the woods, built by pioneers","floating, celebrating, colorful, filled with helium","book, creativity, writing, sums up subject","pluck, used to strum guitar, can be used to get into small places, removing small bits","stealing, criminal, prosecution, jail, dispicable","Treaty, compromise, truce, coming to terms","belonging to specific person, owned, valuable, protected","not guilty, justice, law, trial","burial, funeral, visitation, death, in ground","part of an element, building block of nature, neutrally charged","act of borrowing, person who has no job, slob, hobo","drinking, sports, friends, social events","game, children, body spray, interaction, playing","hurdle, standing in the way, rise above, striving","talking, different languages, vocal chords, conveying messages auditorily, listening"
65185,10/11/10 18:04,10/11/10 18:30,26,metal plastic used for eating,soft square plaid leather comfortable,"multiple, sports, friendship, bonds","large, big, mansion","hungry, food, healthy, unhealthy, full","sibling, older, family","funny, out of control","clothing, long sleeve, short sleeve, colorful","bomb, fire, death","relaxation, football, family time, day of the week","number, age, multiples","long hair, shorter than men","entirety, ownership, large","bruises, swollen hands","tone, strong, fit, weights, heavy objects","copper, Abraham Lincoln, 1 cent","horn, caboose, locomotive, conductor, cargo","eyes, frames, lenses","woman, doctor, hospital, needles, shots, physician","faith, god, church, cross, death","green, paper, spending","shoes, untied, tied, tripping, walking","storage, wood, kitchen","motivation, pushing yourself","time consuming, money","be able to, go ahead, green light","warmth, thick, thin, track jacket, cold weather, snow","lockers, long, school","uncertainty, meeting new people","water, soda, Gatorade, drinking, tongue","letters, school, newspaper","keep, do not tell, gossip",Statue of liberty,"cozy, St. Louis, golf course","4-wheels, hay ride, tractor","colorful, messy, boring","sport, athleticism, workout, training, basketball hoop","school, write, pencil, homework, agenda","materialistic thing, able to be touched","doors, grand opening, store","red light, do not, trouble, opposition","ink, paper, cartridges","relaxation, water, rocks","outdoor, rooms, pool","car, stereo, sub woofer, speakers, compact discs, mp3 players","god, church, priest, minister, various religions","begin, go, race","wood, country, farm","helium, popping, floating away","house, book, movie, name, Mr. Mrs.","choose, better choices","robber, crook, house","bond, not to be broken, promise","land, out in the country, farming","not guilty, sad look","death, sadness, concrete, ground, funeral","no charge, neutral, science","homeless, poor, beg, signs","brotherhood, men, pledgeship, hazing","luggage, clothing for sale","track, athlete, must be in good shape","vocal, audience, grades"
63892,10/11/10 18:43,10/11/10 18:53,10,"to eat with, plastic,metal, couuld be specially designed","to sit on, soft, colorful, ease the pain",no i in team,street,food,sibling,magician,to wear,a volcano,God's day,a number,male,to have all of something,to defend,work out,currency,to ride,to see with,doctor,Christ,hundred dollar bill,to tighten your shoes,something to store,success,paper chasing,deny,warmth,to get to a destination,a person,water,words,to keep personal information,justice,to live in,volkswagon,to express feelings,play games,to write with,glass,close,not with,to have a hard copy of,water flow,place to stay,to listen to music,God,to finish,to sleep in,letting go of something,paper,to choose wisely,burgular,disagreement,to own,a baby,death,science,homeless person,college,clothes,struggle,to inform
65353,10/11/10 19:14,10/11/10 19:52,38,"is a piece of silverware, has prongs, has a handle, is used to eat with, can be metal, can be plastic, is kept in a kitchen, is used to pick up food, can be put in a washing machine,","goes on a couch, makes sitting more comfortable, can be put on a chair,","sports, group, help","$1000, canyon, finale","hungry, food, meal","sibling, male, friend","magic, gypsy,","cloth, sleeves, apparel","bombs, demolition, fireworks","day of the week, after Saturday, before Monday, church","10, number, 2 times 5,","woman, nice, long hair, have babies","everything, all included","strong, tough, punches","strong, work out, protein","coin, money, copper, abe lincoln","transportation, cars, tracks","used to see through, improves vision, used for drinking","woman, hospital, medicine","God, man, Christ, religion","dollars, wealth, green, paper","string, keeps shoes on, knots","storage unit, in kitchens, the President has one","score, objective","job, hard, 8 hours, money","permit,","warmth, clothing","connects rooms, doors on the sides, long","person, question","dehydrated, water, drink, tired","express thoughts,used for communication, made from letters","quiet, personal",freedom,"house, family, love","red, toy, has wheels, used to carry things","colors, canvas, artist","sport, NBA, Michale Jordan played it","used to write, different colors, can't erase it","thing, material","business, morning, door","hater, outcast, oppose","paper, ink, printer, colors","water, computers, creek","cheap hotel, dirty, 6","has stations, in cars, listen to it","god, religion, trust, hope",begin,"house, logs, in the woods, on a farm","inflates, filled with air, filled with water, clowns have them","heading, tells the topic","used on ice, used to open locks, can do this to your nose","criminal, prison","compromise, settle","land, belongings, ownership,","child, not guilty","dead, tombstone, buried","science, atom, neutral",lazy,"brothers, friendship, college, Greek","sticker, on shirts, tells the price","barrier, in your way","talk, informs people"
63487,10/11/10 20:55,10/11/10 21:25,30,"metal, silver, found in kitchen, three prongs, used to eat","soft, different colors, used to sit on, on chairs, in homes","players, sports, group of people, fun, working together","street, hall, eating, important, events, lots of people","food, drinks, use silverware, use plates, something you need","love, family, fun, smile, related to you","sleeping, magician, circles, consciousness","short sleeve, long sleeve, warm, clothing, differnt colors, you put it on your body","bomb, fire, fireworks, loud, bright, war","church, rest, breakfast, no school, day of week","number, math, scale, measure, age","girls, loud, fun, not male, children","wheat bread, everything, not partial, complete","fire fighter, soldier, fights, arguments, war, fear","red, anatomy,  part of body, tone, working out","one cent, copper, not worth much, money","loud, long, spray paint, city, transportation, old, railroad tracks,movies","to see, black, worn by people, four eyes, smart","doctor, hospital, shots, long hours, where scrubs","religion, ,person, Bible, stories, savior, church, bread, wine, miracles","penny, nickel, dime, quarter, dollar, you need it, jobs, homes, clothing, shopping","on a shoe, different colors, to tie shoes, bunny rabbit","wood, brown, in kitchens and bathrooms, dust, holds cups and plates, in homes","something you aim for, hard, keeps you going","hard, boring, money, job, something you have to do, office buildings, being outside","able to do, no rules, freedom","warm, used during winter, snow, different colors, feathers","long, dining, lots of doors, hotel, bedrooms, eating","question, unsure, a person","water, drink, dry, pain, exhaustion, running, swimming","long, short, letters, talking, personal, used by people, different languages","something no one else knows, hidden, important, personal","freedom, statue, new york, government, politics, people","family, safe, bed, happy, car","red, little kids, hills, picnics, playing, wheels, parades, forth of july","pretty, many colors, artists, found in museums, history, valuable","sports, gym, guys, fun, knockout, four quarters, clock, fans","writing, noise, drawing, words, designs, letters","thing, can hold, made of atoms, theyre everywhere","closing, door, garage","not for, anger, hate, debate","copy, paper, white, computers, printers, computer labs","water, river, newsfeed, flowing, always moving and updating","hotel, driving, vacations, long trips, sports, dirty, movies","music, car, used everywhere, commercials, media, friends","God, belief, religion, unknown","finish, beginning and end, to begin, race, go","log, camping, warm, fire, people, brown, beds, marshmellows","different colors, light, happy, carnivals, birthdays, celebration, little kids","beginning, essay, book, newspaper, reading, mr. miss. and mrs","up, apples, peaches, to choose","bad, steals things, cannot be trusted, gas stations","for, not against, good, happiness, understanding","car, house, objects, things you own, personal","kindness, ignorant, smile, children, not guily, free from crime and danger","sadness, death, black, grief, cemetary, dark, halloween","science, small, atoms","laxy, sits on couch all day, eating chips, doing nothing","parties, group of guys, fun, sports","game, children, being it, on colthing and other products","course, falling, fun, hard, potential danger, something you have to overcome","talking, class, debates, politics, hard, public speaking"
64054,10/11/10 21:07,10/11/10 21:23,16,"metal, plastic, useful, tool","soft, comfortable, stylish","sports, friends","money, happy, good","food, starve","helpful, loyal","sleep, unconscious","clothes, fabric, sleeves, money","volcano, anger, lighning, thunder","church, dinner. easter","number, math, money","pretty, emotional","love, heart, church","angry, cage, hard working, determined","strong, pink, workout, sweat","copper, round, currency","choo-choo, metal, big, smoke","helpful, librarian, intellegence","health, hospital","religion, bible, catholicism, atheism","green, important","white, long, tie, bow","storage, bowls, food, medicine,","sports, determined","hard, money, business","proceed, freedom","warmth, winter, snow, cloth","long, rooms, doors","person, animal, whose, question","water, tongue, curiosity","novel, internet","shh, girls, friends, enemies","freedom, constution","wonderful, comfortable","red, wheels, kids, carrier","beautiful, hard work, art","tall, boring, sports, orange","ink, blue, black, plastic, sharp","tall, short, mass, matter","door, hole, mouth",anger,"paper, school, books","water, river, rocks, fish","like a hotel, shelter, money","music, loud, pitch, sound, musician","jesus, bible, church, sundays, atheism, judaism","begin, write","wood, shelter, trees","colorful, helium, happiness","english, novel, journal, importance","guitar, musician",criminal,"constitution, treaty, countries, business","owned, grass, money, asset","little kid, youth","death, stone, cold, flowers","electron, proton, chemistry, biology, molecule, atom","lazy, chips, poor","boys, college, greek, brotherhood, money","clothes, mark, game, price","course, cone, depression, rough","long, determined"
65383,10/11/10 22:48,10/11/10 23:12,24,"A fork is used for eating, it is a utencil, which is a long stick like structure with four prongs coming out of one end",A cushion is a fluffy pillow like object that is usually used on couches and makes it more comfortable for a person to sit,a group of people,something large,digesting food into your body,family,under someone elses control,clothing on the upper half of your body,a large sound,church and family day,one zero,"A human being with long hair, and has physical things that a male doesnt",full,"someone in a cage, physically fighting another person",part in body,a copper round object,hauls things from place to place,things that help you see,takes care of ill people,someone a lot of people devote their lives to,paper that buys things,makes shoes more secure to your feet,a square space used to store things,something you strive for,something your forced to do,permission to do something,keeps you warm,a long narrow space linking different rooms,someone,dry throat,things you say or write down,something you dont want anyone else knowing,america,a place where you sleep and devote most of your time,thing with wheels,changing a rooms color,a game,something you write with,something you can describe,opening of a store,you don't agree with something,printing something off of the computer,water flowing through rocks,a place you stay at,music,your choice,go,wooden place to stay,round rubber object that can be different sizes and can pop,description of an object,choose,someone who steals things,agreeing with another person,a place that someone owns is their property,someone who didn't do anything wrong,"when someone dies, they go to their grave",positive and negative,lazy,group of guys,you put a tag on clothes to price them and sell them,a hard maze,talking about a specific thing
62593,10/12/10 10:52,10/12/10 11:13,21,"sharp, four prongs, silver, eat with it, found in a kitchen, goes along with spoons and knifes","squishy, feathers, foam, comfertable, moldable",unity,money,"food, delicious","protective, loss",magician,covering,opposite of implode,day of rest and schoolwork,number,"able to get what she wants,",more then a half,"fights for a cause, puts their own life at risk","injury, can get soar, can build up or tone down","one cent,  mostly useless","powerful, hit my sister","gives the ability to see, ability to hold liquids","helps in hospitals, knows patients better then doctors",made up character,"power, gives people big heads",made so that shoes stay on your feet,"glasses, kitchen, plates",something to achieve,"dull,",permission given to do something,"warmth, comfort",a place to get from somewhere to another place,person,"water, dehydration",used to articulate thoughts,"cant tell anyone, difficulty keeping",freedom,"bed, comfort, family","little red, big wooden","paint, paintbrushes, colors",5 player sport,"ink, blue, black","picked by the subject, used to their advantage",beginning,fighting something,"paper, computers, printer","water, woods, peaceful","room, bed, tables, cheap",grants people the ability to listen to music,belief,beginning,"woods, lake, peace","celebration, helium","book, paper",when you chose ont thing over another,someone who takes and does not give back,"fighting to get there, peace afterwords",ownership,"youth, happyness","coffin, death, sadness",part in your brian,hobo,beefy guys who think they are all that,"childrens game, running, fun","have to find a way to get around, something in the way",nervousness
64771,10/12/10 14:28,10/12/10 14:50,22,"Used to Eat, is silverware, in restaurants, in kitchens, help people eat","soft, comfy, on a chair, inside or outside, used for sitting comfortably","working together, group, bonding","great, amazing, fantastic","food, nourishment, tasty","family, loved one, protective",control,"warmth, style, comfort","loud noise, demolished, bomb, dynamite","day of rest, go to church, spend time with family, last day of the weekend","diez, more than 9, less that 11, even number","girl, feminine","complete, all the pieces","physical, intense","strong, attached to bone, stratified, work out","one cent, abraham Lincoln, copper","transportation, carries things, tracks","Vision, eyes, sun, magnify","caring, smart, compassionate, medical, cure, remembered","god, church, died for sins, cross, had disciples","paper, used in exchange for goods, working","tennis shoe, tie, loop","holds things, in houses","dream, desire","earn money, make a living, job","let, give permission to","warmth, comfort, luxury","university building, long, has many rooms","person, question","drink, water","speech, language, written","confidential, unknown","freedom, usa, statue of liberty","where your heart is, family, warmth","red, children are pulled in one, horse and buggy","art, colorful, abstract, fun","game, NBA,","write, ink, black, blue, red, on a desk, in a classroom",thing,opposite of closing,opposed to,put on paper,"water, fish, in nature, cold water","place to sleep, run down","music, advertisement, talk show host","believe, greater power, positive thinking","begin, new","camping, in the forest, made of logs, outdoors","fun, party, helium","book, magazine, newspaper, sneak preview","choose, select","robbery, bad guy, steal, take illegally, sneaky","contract, to be on the same page as someone else","ownership, land","pure, not corrupted, child-like",dangerous,"neutral, in the nucleus with protons, part of atomic mass","lazy, tired","brotherhood, college, boys, parties","game, children playing","challenge, overcome","language, words, spoken"
64165,10/12/10 22:21,10/12/10 22:44,23,"pointy, sharp","soft, comforting","sports, leadership","country, canyon","food, fat, New Orleans Pasta","sister, cousin,","unknown, scary","pants, shoes","airplane, war","church, monday, sunday","nine, eight","cute, mariage","kernal, entirity","boxer, chuck lidell","strong, lifting","dime, nickel, quarter","chu chu, engineer","bifocals, seeing","Doctor, assistant","Christ, my savior, the ultimate sacrifice, the perfect son","cash, buying, luxery","Joe Jackson, poverty","housing, dishes","hockey, soccer, lacrosse","rewarding, not enjoyable","rules, strict, law","jacket, winter, clothing","Dante, hallway, school","the who, unknown","drink, food","typing, sentences","blown, unknown, quiet","freedom, America","heart, comfort, family","wheel, cowboy, country","lead, aroma","Kobe, High School","pencil, paper, school","thing, space","closing, mouth","for, oposing","newspaper, writing","fishing, water, fly","Hotel, out","country, sports, christian rock","God, believing, undoubting","beginning, middle, end","comforting, wood, hunting","hot air, balloon animals","book, literary","nose, six, guitar","sin, stealer","disagreement, friendship","mine, ownership","child, baby,","Justin, Dustin, death","Jimmy, Neutral charge","fire, victim,","sorority, pledge, males","hunting tag, fishing tag, kids play","challenge, detour","public, stutter"
63529,10/13/10 20:45,10/13/10 21:09,24,Metal and sharp,Soft and fluffy,"Basketball, Together","Big, Feelings, Old","Hungry, Food","Sibling, Family, Strong",Memorize,"Cover, Cotton, Colors","Fire, Burst, Big","Church, Naps",Number,"Friends, Gossip, Lovely","Circle, All","Strong, Job, Mean","Contract, Relax, Tendons","Copper, Abraham","Loud, Long, Commerical","Lens, See","Smart, Scrubs, Medical","Savior, God, All-Knowing","Green, Paper","Shoe, White, Cotton","Wood, Kitchen","Future, Work, Achievement","Hard, Tiring, Job","Okay with, please","Warmth, Cover","Narrow, Line","Person, Question","Water, Bottle, Sweating","Many, Sentences","Don't tell, trustworthy","Statue, America","Warm, Family","Wheel, Carrage","Colors, Brushes, Canvas","Sport, Orange, Round","Ink, sharp, writing","Thing, Toy","Enter, Exit",Not for or unattached,"Paper, Ink, Words","Water, Nature","Sleep, Rest stop, Vacation","Music, Car,","God, Belief","Race, Beginning","Cozy, Wood, Logs","Air, String, Float","Book, Article, Sterotype","Chosen, Like","Bad, Robber","Yes, No, Answer","House, Lawn, Ownership",Pure,"Death, Grass, Dirt","Dendrites, Axon,Impulses","Nothing, Lazy, Stinky","Boys, Party","Game, Facebook","Challenge, Course, Army","Talking, People, Information"
64864,10/17/10 16:06,10/17/10 16:15,9,"used to eat, has prongs","it is soft, used to sit on, usually removable",Game,"extravagant, elaborate",Fat,Sister,Sleep,clothing,Mess,Rest,Eleven,"Woman, Male","Everything, Entire",Lover,Fat,Nickle,Tracks,Eyes,Doctor's helper,Christ,Shopping,Used to keep a shoe on,Cups,"Final Outcome, work towards",Job,Give,"Cold, Used to keep warm",Room,Why,Hungry,Sentence,"Don't tell, unknown",Freedom,Apartment,Horse-drawn,Art,Soccer,Paper,Something you can see,Closing,For,Paper,River,Cheap Hotel,Music,Religion,Finish,Wood,Party,Page,Choose,Robbery,Contract,Rental,Naive,Death,Proton,Homeless,Sorority,Game,Course,Talk
62791,10/17/10 20:45,10/17/10 21:18,33,"to eat food with, grab or hold on to food, has 4 sharps, can be big or small, is metal or can be plastic, looks like a devils stick","soft, comfortable, supports your head, used for when sleeping or laying down,can sit on it, can be different colors","a group,","fancy, big","love it, food, hamburger, grilled cheese, fruit, pretzels, ice cream","protective, strong, tall, funny, lovable, sweet, inspiring, courage, brave, humor,","fun, weird, funny, day dream","bright, dull, long, big, short, dressy, casual, expensive, cheap,","sparks, light, fire, loud, smells,scary","church, relax, homework, sleep, watch tv, listen to music, end of weekend, shop for food, be lazy","double digit, big number,","pretty, fun, mean,sweet, smells good, small, boobs, long hair","big,piece, one","strong, quick, fast, helpful, muscular","strong, helpful, big, useful, human body, sports, exercising, weights","copper, worth 1 cent, ab lincoln","transportation, long, fun, interesting, loud,","nerdy, four eyes, dull,","helpful, hospital, scrubs, medicine,","son of God, was a leader, sunday, church, holy, praised, lovable, sociable, friendly","green, rich,","tennie shoes, colorful, unique","storage, food, kitchen, big,","soccer, accomplishment","hard, fun, time consuming,","accept, agree,","warm, soft, heavy, winter, cold, snow, windy","long, a lot of doors, rooms, pictures,",a question,"water, dry mouth, ice, cold beverage","language, speech, communication, easy,","whisper, rude, sneaky,",freedom,"comfortable, smells good, lovable, busy, loud, upbeat, fun, entertaining,","red, four wheels, transports objects","colorful, unique,","sport, orange ball, court, tall players, sweat, loud","ink, dark, long, easy, usable,","hard, soft,sweet, sour, smells, bright, dull, shapes, size, color,","new store, fresh air,","enemy, but heads, competitive, winner, loser,","black, white, paper, computers, printer","water, rocks, bugs, dirty water","a place to sleep, comfortable smells funny, looks like a bed room, sounds are creepy, bed bugs, dirty","music, funny, dance",God,"finish, race, test, games,","lonely, woods,","rubber, colorful, oxygen, helium,","article , newspaper, book","touch, button, zit, choice,","bad, wrong, black eye mask, bag, sneaky, evil, creepy",a decision,"you own it, land, toys, house, pool","sweet, angel, kind, small,","death, sadness, died body, dirt,",atom,"lazy, fat, does nothing,","a lot of work, boys, parties, fun, dirty, big,",clothes,"olympics,","fun, interesting,"
62914,10/18/10 12:32,10/18/10 12:49,17,"tines, metal, used to eat food","button, cotton, soft","a group of people, working together, teamwork","large, extravagant","food, to live","sister, loyal","people, hypnotist, magician","covers upper body, goes with pants",explosions,"first day of the week, church day, relax","a number, double digit","a woman, a mother, a girl","wheat, as a whole, the whole thing","MMA, Lover, Boxing","in the body, build by exercise","one cent, lowest American money, copper","cargo, transporting stuff and people, long","used to see, used to read",caretaker,"God, Bible, Biblical","material, used to buy things, green","tennis shoes, plastic, long","used to hold dishes, used to hold food, in a kitchen","achieve, maintain, accomplish","after school, part-time, full-time","letting someone do something, permission","used to stay warm, winter",in a house,"what, when, where, how","for water, for drink, life","used everyone, spelling, books, magazines","not for everyone to know, between you and another","America, bell, freedom","where the heart is, a place where you live","wheel, prairie, red wagon","paint brushes, art","NBA, orange, tall guys",used to write,"a thing, something that is someone's",appointment,"someone's will, the rules","journalism, computer","video, water, creek","one story, costs money","listen, hear, broadcast","God, Jesus, Bible","finish, a project","in the woods, vacation","helium, fair, children","of a book, authority","vegetables, teams","clepto, steals other people's things, law breaker","between two or more people, conclusion","yours, mine, private, no trespassing","children, virgin","funeral, cemetary, Halloween","science, protons","living on the street, no job, no house, no food","Group, Brothers, council","on clothing, used to identify something","get around, course","class, the art of talking"
64996,10/18/10 15:32,10/18/10 16:03,31,"used to eat food, placed o na table, made of metal,","soft, made for comfort, comes on top of a couch, made of fabric and cotton","working together, sports, groups","amazing, big, outstanding,","consumption of food, eat food, eating, ate","sibling, child of parents, a boy","to control the mind, to distract, hypnotist","used to cover, keep warm, cotton","explosian, dangerous, bombs expload, kills","day dedicated to god, peaceful, simple, 7th day of the week","a number, after 9 before 11, used to count an amount","a girl, female reproduction organs, a woman","enough, to be complete, one,","someone who fights, used for fire fighters, some one who is strong","used to move body, made of tissue, controlled by the brain, strength","one cent, made of copper, not very valuable, abraham linclon is on it","used to transport cargo and people, loud, runs on tracks, first way of transportation after horses","used to see out of, helps vision, glass, thicker depending on eyesight, perscribed","helps doctors, helps the sick, helps heal, wears white or scrubs","son of god, savior of humans, perfect, loving","only way to succeed in the world, green, made of fibers,","used to keep shoes tight, string, made of fabric",in your kitchen with dishes,"point in sports, achievment, dream, success","the act of labor, get paid, working for a career","permission, allowed to do something","used to keep you warm, used in the cold, winter","a narrow room, long, people walk down","question, description of someone","the feeling of thirst, need a drink, cottonmouth","used to express everything, language, used for communication and knowledge","something not a lot of people know, only a select few know, girls tell a lot of secrets","a concept, america, Patrick Henery'a passion","place where your family lives, peaceful, safe, where you go after work","little kids play with, pulled by parents,","to paint, art, color, used to express the mind, beautiful,","a sport, orange, NBA, athletic","used to write, permenant pen, sharpies, ink","description of something, can be anything","opening a jar, pathway","not with, doest agree","to write a certain way, type of writing, easiest way to write,","water, in forests, sometimes has little fish in them, animals drink from it","cheap hotel, motel 8, used to stay over night, temproary home","made for communication, music, can be in your car, invented before tv","religion, have faith in god and youself,","the begining, a command to go, the start of a race","a small wooden home, in the woods,","weightless, found at theme parks, given to children, found at parties","start of an essay, used to name what something is about","used to play the guitar, made of plastic,","someone who robs another, not smart,","act of agreeing, peace treaties, handshaking","someone's ownership, tresspassers arnt alowed","children, unknowing, guiltless",used to mark where you died,"neutral, in an atom, in the nucleus, with a proton","a homeless man, derigitroy term, begs for money, lives on the street, jobless","boys club, brotherhood, in college","a game, little kids play, involves touching with the hands","something in the way, people must climb the obstacle, get over it","a formal way of talking to a group, getting a point accross"
64960,10/18/10 15:33,10/18/10 15:55,22,"spoon,knife,food","comfort, soft, fluffy, couch","teammates, game","big, huge","drink, food","sister, sibling, older, younger","crystal ball, mind reader","polo, short, long","bomb, destruction","day, church","number, time","male, vagina","grain, wheat, full",bully,"strong, fit, body","money, change","tracks, station","eyes, clear","doctor, hospital,medicine","Christ, cross, God","green, metal, presidents","shoe, converse","plates, cups, kitchen","finish,accomplish","job, employees, boss","let,","rack, warm,leather","walls, door","what, person","hungry, dry","letters, dictionary","mystery, treasure","justice, rights","house, walls, roof","carry, horse,","artist, brushes","sport, ball, court","paper, ink, pencil","thing, concrete","closing, doors","not for it,","paper, ink","river, water","hotel, pool,","songs, baseball","church, believe","begin,","woods, outdoors, lakes","colorful, air, clowns","newspaper, magazines,",choose,"stolen,robber,theft",deal,own,"guilty, right","tomb, ground, stone","atom,","poor, dirty","brotherhood, greek","clothes, line","movements, work, confusing","talk, audience"
63499,10/18/10 16:09,10/18/10 16:32,23,"sharp, used to eat, metal, goes with spoon, used to set a table","soft, fluffy, good to lean against, sometimes on couches","teamwork, bonding, friendship, winning, losing, sports, working hard","big, nice, better than a lot of others","a lot, food, plate, table, restaurants","sister, friend, annoying, male","to help remember things, you won't remember what happened, used for entertainment a lot, is funny a lot of the time","warm, short sleeve, long sleeve, dressy, casual, everyday","anger, fire, damage","church, day off, praying, thinking about God, resting, relaxing","a number, even","girl, woman, elegant, graceful","big, good, not broken","bad, mean, scary, big, in jail a lot, bully, wants something from someone","is strong, used to become stronger","change, annoying, not very much money","train tracks, vacation, ride, lots of stops, takes a long time, with friends, with family, to a new destination","used for vision, a lot of people have them, contacts, people don't usually like wearing them","doctor, patient, hospital, helping, saving","religious, salvation, church, God, praying","rich, doesn't buy happiness, you will be able to buy more, it's nice to have a lot of things","tennis shoe, tied tight, you have to tie a lot, sometimes you can have velcroe","kitchen, counter, sink, supplies, storage","achieve, big, short term, long term","hard, Monday-Friday, rewards","permission, parents, teachers, going to parties, hosting parties","warmth, big, in the winter, not in the summer","doors, bedrooms, stairs","person, male, female, friend, enemy","drink, water, juice, pop, desert","paper, talking, friends, messaging, mail, phones","whispering, not making friends, sharing with friends","freedom of speech, religion, and press, American, Liberty Bell","house, family, warm, friendly, welcoming","tractor, Oregon Trail","pretty, took hard work, abstract, portrait, landscape","players, winning, competition, losing, coaches, fans, court, gym, working hard, running","pencil, writing, on paper, homework, notes","new, guessing what it is","new place, you want to try it, want to go to it, want to see how it is","opposing, not allowing, mad at","paper, homework, powerpoints, documents","lake, river, water, resting, relaxing, tanning","hotel, beds, pool, internet, breakfast, staying the night, with family, with friends, vacation","music, in the car, in the house, sing along","God, Jesus, church, prayer, religion","finish, late, on time, meeting, race","by the lake, relax, rest, boating, having fun","small, round, flies away, helium, colorful, entertains children, happy","books, movies, magazines, titles to cars and property, titles to houses","first, things you like, things you want, people you want on your team","bad, in jail a lot, takes thing, doesn't care about people, does not believe in following the law","friends, family, happy, about something","houses, cars, games","sweet, doesn't do anything wrong, doesn't know much about the world","sad, emotional, death, grass, hole, coffin, cemetery","atom, proton, electron, particle of matter, important in everything","lazy, beggar, on the street, doesn't want to or can't make money","brothers, popular, they party a lot","shirt, new item, want to take off","hard, something that is in the way, something to overcome","in front of others, speaking with others, nerve-wracking"
65482,10/18/10 16:15,10/18/10 16:29,14,"used to eat food, has four spikes",to make more comfortable for someone to sit on,a collection of people in order to accomplish something,"big, important",the act of putting food into the mouth to be digested,male who shares the same parents,be under someone else's spell,clothing that covers upper body,the act of substances flying out,"day after satuday, before monday, part of the weekend","after nine, before eleven","a woman, opposite of male",the entire aspect of something,someone who works hard to accomplish something,collection in a body used to do work,"a coin that is worth one cent, has Abraham Lincoln on the front",vehicle that transports on railroad tracks,used to see clearly,assistant to a doctor,"God's son, Christ",coins or paper that is worth a certain cent or dollar,something used to tie up a shoe,storage space in a kitchen or bathroom,something that someone wants to accomplish,the act of doing something,letting something happen,clothing to keep a person warm in cold weather,outside of a room that may lead to another room,asking what person or animal it is referring to,wanting a liquid,combination of letters to create a meaning,something that is not meant to be shared with anyone,being proud to be apart of your country,where one lives and/or grew up,object on wheels that is used to transport something,art using liquidy colorful substances,sport where the goal is to make a ball into a basket,ink utensil used to write,something one can touch and/or hold,the first day something is available,disagreeing or opposing force,legible hand writing,small river,"smaller, cheaper version of a hotel where people can pay to stay at for a certain amount of nights","object that plays music, talk shows, etc.",religion,the beginning,"building made of logs, usually in the woods",latex object containing air,the name of a work of literature or art,an instrument used to indent something such as ice,something who steals something,act of having the same thoughts of others,when someone owns something,not guilty for doing anything bad,tombstone that lays where someone is buried,negative particle,someone who doesn't do a lot,"brotherhood, usually in college",a game little kids play,a challenge,the act of talking
