id_code,start_time,end_time,duration,level,garlic,accuse,bike,bite,bleach,blow,cans,cough,country,crack,dance,dinner,earth,floor,fly,fog,fold,freedom,fruit,good,hammer,hate,hear,hotel,immature,itch,journey,later,law,learn,leaves,liar,look,make,mold,motion,movement,necklace,octopus,old,party,patience,personality,plane,poker,pot,present,rare,referee,refrigerator,rent,shake,slide,spread,state,station,tell,thing,virgin,volcano,write
66058,11/22/10 20:16,11/22/10 21:35,79,"keeps things in balance, strong, bubble","tasty, stew, powder, sauce, bread, toppings","angry, mad, upset, hasty, wrong, trial, judge, jail, prision","21 speeds, bmx,moutain bike, tricks, ramps, jumps, motorcycle","size, hurts, dogs, snakes, animals, pets, mailman, pizza, shrimp","clorox, cleaner, smells, cheap, kills things, hair, blond,","wind, hairdryer, exhale, cool down,","trash, soda, homeless, shopping carts, food, industry, can opener, soup","sore throat, cold,","United States, war, guns, tears, blood, governent, the law, freedom, whole, large area","cocaine, drugs, illegal, black, cops, addicted, violent, butt, plumber","with the starts, tv shows, fun, swing, line, classes, styles","date, best meal, Meat, steak, fancy, tv, candles, time, home cooked","rotation, large, alot of water, islands, sea, axis, green, animals, beautiful","wood, concrete, carpet, wet, oak, stain, buffer, polix, wax, sweet, mop, track over","planes, birds, superman, rockets","cloud, early mornings, thick, fog lights,","five, cloths, towels, napkins, sheets, crease, lines","feel freedom, no worries, all your neads meet, to be rich with life","strawberries, banannas, berries, mango, drinks, flies, bugs, healthy, colorful","positive, battery, kind, holy, church, family, food, feelings","tool, nails, carpenter, handy man, claw, autobody, toolbox, common","Angry, selfish, disklike, races, all ages, effects everyone, health risk","listen, ears, music, words.","room, room service, fancy, comfort, pool, cable, free breakfast","little kids, selfish, pushy, loud, anoying, mean","poision ivy, hives, burn, pain, cream, relief, grass, outdoors, ants, bugs","moving, center of the earth, movie, waterpark, jurassic park, forest, fun, friends, treasure","now and later, candy, goodbye, in the future, evening, not now","dog, sherrif, cops, western movies, responsibility, corrupt, guns","school, spanish, english, monkeys, children, power, grades, form, art, abailty to do","fall, rake, work, horrible, cold, bags, leaf blower, fun, compost","con man, car dealerships, weather forcast, disshonest, mean, white, cheaters","landscape, the look, appearance","shift, to do, build, invent, use hands, create, produce, cookies","clay, facial, reproduce, liquid to sold, compress, oil, art","energy, movement, legs, run, jump, gravity, resistance, wheels","wheels, energy, parts, body, living things, machines","jewlery, diamond, pearls, chain,","ocean, legs, tenticles, books, movies, food, killer,purple, deep underwater","men, home,","animals, fun, dancing, drinking","virture, waiting, calm","bubbly, sweet, kind, fun, ditzy, funny, woman, outgoing, everyone","crash, air, turbine, paint, wing span, airports, costly, passangers","face, cards, chips, millions of dollars, bet, gamble,","illegle, high, stoners, hippies","christmans, birthday, weeding, something nice, expensive, creative","special, fancy, delicate, metal, pawn stars, collectors, coins, toys, guns, cars","basketball, sporting games, judge, offical, accurate, equall,","sears, running,","landlord, payment, responsibility, evection, house, car, boat, books, apartment","a leg, bake, crumbs, icecream, strawberry, good, health","playground, baseball, little kids, water, tunnels, twists, fun, excitment","jelly, sandwich, to seperate","united, 50 of them, senate, government, represenative, building","gas, convient, weigh, trucks, service, cars, police, news","to express, communicate, language","object, thingy majig, candy bars, lever, button, person, animal","pure, abstanance, healthy, woman, christian, good, self respect","lava, hot, colorfull, powerfull, amazing, red, coal, boil, crack","to create, write image, pens, pencils, oil, paper, tree, creativity,its free, read"
65851,11/23/10 10:03,11/23/10 10:55,52,"used in construction, usually metal, tests if a surface is parallel or perpendicular to the ground","odorous, vegetable, used in cooking","call out, bismirch","can have motor, can have pedals, 2 wheels","used to eat, defense mechanism, instinct","caustic, alkaline, stain-remover","exelling air, opposite of suck,","aluminum, non-perishable","expel air forcefully, clear airways","has a government, has laws, wilderness, untamed","crevasse, cleaved in two","art, movement, expression","meal, lunch","solid, dirt, sturdy, circular","stood upon, sturdy","in the air, wings","water vapor, suspended above ground, opaque","to crease, to half","independence, autonomy","grows, has seeds, trees or bushes","positive, opposite of bad","used in construction, metal or rubber, heavy","intolerant, unkind","auditory, interpret sound waves","can be rented, temporary","undeveloped, irresponsible","annoying, constant","a trip, expedition, heed supplies to complete","after a period of time, not now","rule, used in arbitration","to grow, become more educated, to advance","used in photosynthesis, contain chlorophyll, contain fibers","untrustworthy, deplorable","viewing, seeing, witnessing","create, to construct","fungus, can be harmful, can be beneficial","not staying in place, momentum, action","motion, action, not staying in place, momentum, velocity","encircles the neck, jewelry, ornamental","cephalopod, 8 limbs, excretes ink when distressed","wisdom, experience, frail","social gathering, usually jubilant, boisterous","enduring, tolerant",how a person expresses themselves,"has coordinates, metal, aerodynamic, used to fly","can be a card game, can be a metal rod, stirs fires","pan, metal, used in cooking, usually in a kitchen","now, gift, to show","unique, hard to obtain","arbitrator, judge","keeps food cool, in kitchen, metal","to borrow, temporary","to move back and forth, a mixture, can be fruity","minimal friction, movement","layed out, expanded, flat","a configuration of matter, a condition","meeting area, gathering point, building","to talk, confide, direct","object, idea, noun","unaltered, unadulterated, not tampered with","mountain, escape point for lava","record, uses writing utensil"
66451,11/27/10 14:47,11/27/10 15:17,30,"flat, tool, used in construction, bubble, liquid inside with air bubble, two lines to indicate levelness","bulb, strong odor, strong taste, plant, ingredient","speak against, argument","transporation, two wheels, pedals, force, chain","teeth, force, pain, penetration, indentation","hazardous, chemical, white, blonde, clothes","lungs, air, force","sealable, holders, tin, cylindrical","irritation, soreness, ill, projection of saliva","inhabitants, several districts, anthem, flag, nationalism, land mass, borders","break, cosmetic malfunction, seperate","grace, practice, rhythm, fluid, beat","food, energy, consumption, prehension, mastication, degludation","planet, solar system, life-sustainable, water, land, atmosphere","pushes back, down, foundation","wings, lift, wind resistance, thrust, physics, birds,","moisture, dense, less visibility, drop in temperature",decrease size,"liberation, opposite of enslaved, rights, america, comes at price","sweet, natural, juicy, vitamins","warm, light, opposite of bad, friends","tool, blunt object, hits nails, prys nails loose, rubber grip, metal","intense feeling, disgust, no likeness,","noise, sound, ear, brain","payment, bed, television set, indoor pool, lodgings, bathing area, stairs, elevator, front desk, room service, lobby","not mature, young, ignorant, scared","low level of pain, blood to surface of skin, relief of pain","somewhere else, far away, adventure","future, not now, prolonged, procrastination","rules, enforcement, punishment","experience, changing, adapting","fall, trees dying, discoloration","lawyer, washington d.c., not truthful, withholding the truth","eyes, eye movement, color, light, dark, shades, expression, emotion","create, build, new, put together","unhealthy, expired, airborne, damp, dark","physics, math, space","motion, all directions","body wear, circular, oblong, design","eight legs, sea creature, tentacles, suction","not young, seasoned, wise, changed","fun, music, friends, conversation, refreshments","wisdom, maturity, silence","not physical,  identity, unique","thrust, flying, great distances, fast, modern, jumbo, altitude","card game, probability, math, strategy, lying","metal, tool, cooking, container","now, in the moment, instantaneous, gift, sign of affection","hard to find, not occuring often","stripes, whistle, officiating, object of anger, neutral","cold, preservation","payment, monthly, living expense, apartments, cars, money","back and forth motion, mix, atoms smashing together","down, motion",betting term,"a division, self governing, popular sovereignty","building, train, gas",speak to someone,object of any nature,"pure, respectable, believer, self-disciplined","eruption, heat, lava, tall, magma, ash, new beginning, destrucion","mark, language, recording"
66541,11/29/10 11:56,11/29/10 12:28,32,"flat, level, used by carpenters, construction workers, men, green bubble","kills vampires, smelly, strong taste, used in italian food, used by chefs, is sticky when crushed","assigns guilt or blame, usually done emotionally, emphatically","two wheels, fast, economical, green","itchy, infected, bleeding, inflicted by dogs, mosquitos, babies,etc","clean, burns, turns things white","airy, forceful, sometimes from mouth, sometimes from fan","made of metal, sometimes they contain soda, sometimes food, can be recycled, sometimes for money","illness, violent, hacking-sound, abrupt","terrible genre, sell outs, glorifies mediocrity","stimulant, let's water in through the windshield, probably need to pull your pants up","technical, flexible, physical, feminine, tights","in the evening, at the dinner table, served by mom, enjoyed in the company of family","good for planting crops, also inhabitable, lots of nutrients or resources","flat, even, on the bottom, used by feet mostly","wings, six legs, bulgy eyes, vomit mouth","visual obstruction, can be steamy, near lakes or rivers","halved, creases, something that happens to your clothes","america, isn't free","has seeds, usually sweet, comes f rom a tree","doing what's right, something pleasant, something satisfying","Used in making things, sometimes breaking things, carpenters, dads, paired with nails","immature, fear, misunderstanding","Used by ears, sometimes felt, activated by soundwaves","rundown, dirty, unkempt","acting in your own self interest, incapable of seeing other points of view, crude sense of humor","needs to be itched, caused by infections and mosquito bites","takes a long time, usually covers a wide distance","now and..., near future, opposite of before","must be followed, if not, there will be negative consequences","intake of knowledge, produced by conditioning and reinforcement","colorful in autumn, green in spring, fall to the ground, veiny, chloroplasty, provide nutrients","truthless, often self-serving, can be protective","glance, sometimes has a facial expression, somtimes can be rather quick","to build, the reproduce, to recreate","organic, smelly, shape, default","going fast, blurred","motionlike, fast or slow, repetitive or abrupt, ambiguous","circular, feminine, dressy","slimy, from the ocean, many tentacles","graying/losing hair, repeating yourself, waking up early","food, excessive intake of, what the cool kids do, typical","virtuous, holding out for the future","Sense of humor, associated with interests, serious, solemn, lighthearted","a flat, or has wings, can fly","associated with gambling, mostly men who are smoking, wearing sunglasses indoors, and visors","used to cook with, sometimes to smoke, illegal or delicious","giving, selfless, christmas time","high value, hard to come by, money","black and white stripes, has a whistle, usually an older gentleman","cold, metallic, nourishing, used by mom, left open by everyone else","bad idea, no equity, monthly installments","creamy, smooth, cold, delicious, found at ice cream parlors","fun, for kids slippery, hard to climb up","covers, goes well on toast","bounded by landmarks such as rivers and mountain ranges, otherwise the boundaries are arbitrary","rest, destination,","Used by the tongue and mouth, activates soundwaves, spoken words, informative","not an idea, not a place, usually an object, inanimate","innocent, good in women, bad in men","violent, explosive, dangerous","has words, language, generally comprised of coherent sentences that form paragraphs"
63820,11/29/10 12:05,11/29/10 12:11,6,Video Games,White,trouble,two wheels,Teeth,ruins clothes,bubbles,can drive,cold,United States,cocaine,Music,supper,lots of water,Tiles,birds,Hard to see,laundry,rights,healthy,great,Tool,Envy,Listen,party,boys,scratch,Adventure,time,lawyer,School,fall,men,see,bake,old food,Fast,run,pearls,eight,grandparents,drinking,waiting,outgoing,fly,blackjack,tea,Christmas,meat,whistle,cold,Money,booty,playground,peanut butter,missouri,gas,secrets,noun,no sex,erupt,pen
64711,11/29/10 12:12,11/29/10 12:31,19,"balances, fair v. unfair, steps","tangy, flavorful, spice, plant, can turn in to powder, used in food,","anger, jumping to conclusions,","metal, movement, air whipping by you","violent, pain,","whiten, lighten, smelly, chemically, dangerous","innocent,","tin, metal, cold, smooth,","sicknes, cold chills, fever","international, global, order, boundaries","dark, cement, ground, cold","moving, fun,","filling, satsifaction, warm","home, diverse,","hard, tile, carpet, hardwood, feet, sturdy, immovable","air, buzz, small, winged, clouds, airplane","unclear, uncertain, white, no visual, limits senses, cold","give up, make smaller, compact","America, power, happy,","sweet, juicy, textures vary, smoot,  rough, fuzzy","happyness, smiles, warm","hard, cold, violent","cold, fire, blank, anger","ear, sound, sounwaves, response, senses, noise, sounds","sleep, comfort, clean, service","children, noisy, irresponsible,","annoying, nagging,","completion, end, life","procrastination, put off, conviences","fair, balance, just, legal, safety, blind, justice","teach, absorb, in take","crunchy, brown, red, green, yellow, vibrant","dirty, scummy, low down, no morals","sense, eyes are used,","do, action, create","fuzzy, green, white, damp, dark","movement, visual, feel air moving","motion, feel wind, journeys","gift, love, women, cold, rough to touch, metals","sucking, dwelling, scary, frightening","wrinkled, smelly, color changed","loud, crowded, yelling, packed, laughing, dancing, music","caring, understanding, familiar","important, invididual, unique,","clouds, steel, loud, humming","bet, gamble, win, lose, luck of the draw,","metal, hot and cold, heavy","now, here, not the future or past, gift,","important, valuable, uncommon, not done","black and white, order keeper, enforcer, whistles","cold metal, preserving","money, home, house, dues to be paid","cold, icy, shivers, goosebumps.","innocence, laughing, plastic, hard, movement, air","thin,","govermental, boundaries","base camp, meeting place, formal",release,"nondiscribt, general, generic","pure, untouched, innocent","hot, fire, lava","words, communication"
65929,11/29/10 12:25,11/29/10 14:04,99,"a floor, is parallel to the ground, a certain stage, a set record of ability.","is a vegetable, is crunchy, has a bad odor, can make you cry, is edible, is used in salads.","is to place blame, is used in court","is a machine for transportation, is sat on, is exercise equipment","is a fetish, is how we breakdown food, is how animals attack, is done with teeth, is painful","is a chemical for cloths, is a show, can stain clothing","is to exhale, is cold, is hot sometimes, is air leaving","is a metallic container, are litered around big citys","is a sign of illness, is disgusting, is a function of the body","is a collective of states, is a large area","is an area thats partly broken, is a name for a drug, is referred to as your butt at times, is rough, is jagged",is to freely express emotion through body movement,"is when food is served, is around 12PM, is normally with family, is left over food at times, is going out with someone special","is a planet, is the ground, is a element, is where we live","is the ground, is what we stand on, can be soft or hard","is what planes do, is what birds do, is to travle in the air.","is hard to see in, is humid, is hazerdos when driving","is to make a crease, is even, is sometimes uneven","to make any decision, to not be enslaved, is used in politics, is limited in some countrys","is sweet, is sour, is beared by plants, is edible","is a rating, is a judgement on personality, is the condition of something","is a building tool, can be used to break things","is negative stimulus response, is what some people do","is to listen, is used by ears","is a place to stay, sells rooms, are near high economic locations","is to act like a child, is not fully grown","is dryness in the skin, is irritation from something, is irritating, is painful","is an adventure, is a long hike, is to explore","is a reference to a point in time, is a way of saying goodbye","is a rule, is what we follow, is something that people break, is the study of politics, is what police enforce","is to understand, is what we do all the time",is to exit from a place,"is someone who doesn't tell the truth, is an accusation","is what eyes do, is to perceive","is to create, is done by people, is done by animals and plants","is bad on food, is a growth, is a fungi.",is the movement of something,"is the reaction of limbs moving, is noticable, is neccessary, is done by living things","is jewlery, is around the neck, is fancy","is a sea creature, has 8 limbs, is able to eject oil, is edible, is served at restraunts","is a type of person, is aged around 50 and higher, is something of little value","is a fun gathering, is a small group of individuals","is the ability to tolerate, is nice to have, is a virtue, is not acquired by all","is what makes up your behaviour, is your traits","is a flat surface, is a machine that flys","is a card game, is a utensil ment to poke, is to jab with your finger","is a kitchen utensil, holds liquids, holds food, is metallic","is current time, is a gift, are given during holidays","is a event that normally dosent occur, is a precious item","is a enforcer of rules, keeps games safe","is to keep food cold, is sometimes in vehicles","is a price to live, is to pay to borrow, is a value.","is to move something violently, is a drink,","is to push off on a slippery surface, is at parks, is smooth","is a wide variety of food, is a yoga position, is to evenly distribute","is a place where citys/towns reside, is the condition of something","is where radio brodcasts, is where buses stop at, is where trains stop at","is to talk about a subject, is what the mouth does","is commonly used, is a lable for the unknown","is a person who does not drink alcohol, is a person who has not had sex, is sometimes a minor","is hot, is from the earth, shoots lava","is to create words into a document, is done various ways"
64726,11/29/10 12:41,11/29/10 12:49,8,must be passable,"stinky, smelly, delicious",offense,unicycle,masticate,detergent,breathe,bottles,sneeze,western,hole,rhythm,breakfast,planet,ground,soar,cloud,crease,choice,tree,bad,strikes nails,love,sound,motel,young,scratch,adventure,alligator,order,teach,rustle,pants on fire,see,create,shape,go,motion,bracelet,squid,new,fiesta,calm,characteristics,fly,card game,vase,gift,unique,judge,freezer,money,rattle,push,cover,region,train,show,object,hasn't had sex,lava,draw
63610,11/29/10 12:43,11/29/10 12:59,16,"Long, rectangular","Small, white, and used for cooking",Threaten,Ride on,Chewing,Colorless,Breathing out,Tin,Cold,USA,Irregular,Moving,Food,Big,Hard,Birds,Misty,Crease in a paper,To do what you wish,Apple,Something enjoyable,to pound with,Loathing,To listen,Sleep in,Kids,Red,Long,Couple mintues,Enforced,Being taught,On trees,Not telling the truth,Seeing,Putting things together,Fugus,Moving,Moving something,Something to wear,Eight legs,Grandpartent,Birthday,Waiting,Yourself,Fly in,Playing cards,Holds flowers,Today,Not found often,Fairness,Keep things cold,Paying for something,Hands,Playground,Over a wide area,Contians cities and counties,Train,Speaking,It,Pure,Magma,Pen and paper
66568,11/29/10 12:55,11/29/10 13:03,8,hs bubbles,smells bad,to say someone did something,vehicle with two wheels,to use your teeth,makes things whiter,to push air out of mouth,what food is kept in,what you do when you are sick,place where people live,a parting in the sidewalk,to move to music,meal ate at night,"where we live, a planet",the opposite of ceiling,a small insect,low clouds,to crease someting,to do what you want,grows on trees,opposite of bad,hits a nail,no strongly dislike,when someone tells you something,what you stay in on a trip,to be childish,to scratch something,to take a trip,after now,things you have to follow,what you do in school,fall from trees,untruthful,to use your eyes,to build something,what grows on old bread,to move,the act of motion,jewelry,animal with 8 legs,when you grow up,birthday and presents,when you can wait for something,who you are,flies in the air,a card game,what you plant a plant in,time that is happening now,something you can't find often,official of a game,where you keep food and drink cold,what you pay to borrow something,move something with an up and down motion,at a park,to pull apart,missouri,where you can get gas,to speak,an object,innocent,erupts lava,to use a pencil on paper
66427,11/29/10 13:05,11/29/10 13:32,27,"there are many, used in many types of games, can deal with physical fitness","is a food, has no calories, is yummy, makes your breath smell bad","sue, arrest, denounce","wheels, transportation, exercise","spider, ouch, pain, teeth","whiten, wash","hit, collide, smash","bottle, package, tin","sick, fever, sneeze, germs, smoker","community, land, society","egg, break, ruin","girate, move your body, bump and grind","is a meal, is in the evening, supper, food","planet, sun, water, land","ground, wood, carpet, building","bug, annoying, land on me","can't see, water in the air, creepy","bend, layer, tuck","liberty, pursuit of happiness, America","wonderful, banana, apple, healthy","positive, great, splendid","tool, band, whack","loathe, despise, intense anger","ear, listen, earlobe","motel, holiday inn, breakfast","young, inexperienced, loud","scratch, bite, red skin","voyage, adventure, travel","after, put off, procrastinate","police, jail, speeding","understand, gather, hear","fall, foliage, green","fibber, no good, cheat","eyes, gaze, vision","create, construct, accomplish","shape, submit, pattern","pass, change, mobile","motion, energy, move it move it","jewelry, accessory, women","sea, creature, squid","antique, vauable, wise","people, loud, crazy","calm, humble, peace","charm, nature, self, individual","air, pilot, air force","poker face, lady gaga, cards","weed, pans, cooking","gift, the ghost of christmas present, time","steak, collectible, expensive","whistle, game, soccer","cold, food, light, white","payment, lease, borrow","girate, whip your hair, tremble","electric slide, slip, projector","bread, butter, span","attitude, mood, natire","train, stop, assignment","speak, say, demand","stuff, trait, item","immaculate, chaste, mary","erupt, mountain, hawaii","literature, pencil, poem"
66574,11/29/10 13:09,11/29/10 13:23,14,"beginning, middle, end","is a spice, strong flavor, used for cooking,",think,"transportation, tour de france","big, small","clothes, and other household items",make something bigger,"recycle, pop cans,",sick,"farm, music, dirt roads, fourwheelers, hunting","bad, drug","ballet, tap, jazz, hip hop","late, family","planet, 7 continents, huge,","we walk on, sit on, something on it",an insect or up in the air,"gloomy, gray","laundry, towels, clothes, put away",free from people,"mangos, tomatoes, grapes, strawberries","wonderful, positive","tool, build and break things down","dislike, dont care for it","noises, wind, thunder",home away from home,boys,"scratch, bites,","trip, vacation, leaving your home","not now, in the future","rules, regulations","reading, writing, math, science, the way between right and wrong, and common sense","fall, color changing","dishonest, crook, robber","at sights, people, things","believe, make stories, make crafts, make things","play doh, forming","hand motions, face motions, body motions","exercise, dance,","pretty, diamonds, gold, silver, platinum","animal, 8 legs",ancient antique,"alcohol, boys, slutty girls,","is a virtue, watiing",good or bad,"traveling, fast","game, cards, bluffing","drug, stupid","christmas, birthday, gifts","diamonds, emeralds, rubies","controls games, right or wrong","food, drinks",pay every month,"bottles, things, your body",activity,to make something grow,United states has 50 of them,"music, an activity","stories, secrets",nouns,no sex,"dangerous red, magma, destroys","stories, papers, journals, diaries"
66289,11/29/10 13:25,11/29/10 13:43,18,below or above something,Has a outer skin,to blame,two wheels that that transport,mouths action,to change or keep color,mouth exhales,sealed can,a sickness through the lungs,to be a nation,to break,artistic form of communication,to eat at night,our planet,the ground how we transport,to travel through air,a mist,to break in half,power to be free,healthy food,to be positive,to slam,something that bugs you,to listen,lodging,not grown up,to be sensitive scratch,a mission someone wants to do,some other time,the rules,education,human nature,to say whats wrong,appearance,to build,figure into,to move,to be active,jewelry,a animal,to grow,to have fun,to wait,persons actions,transportation,gambling,the winners money,to teach,cant find,to judge,to keep cold,to borrow,mix,sly,to sperate,to portray,to stay,to say whats right,person or place or thing,had sex,human nature,to express feelings
63238,11/29/10 13:48,11/29/10 14:08,20,is in videogames. is flat.,is edible. is odorous. is used for cooking. is a seasoning. is healthy,done to suspected criminals.,"is an excersise tool, can be used for transportation.",is a self defense mechanism. used to eat food.,"is used to clean up messes,",is a dirty term. is the pursing of the lips followed by a self made wind.,contain beer.,is a symptom of the sick.,is a type of music.,is a drug that should not be legal.,is an excersise.,is the meal you eat after lunch. what you take a date to.,is a planet. is dying.,the artificial ground in structures.,is a fast means of travel. takes place in the air.,was a movie. is a weather condition.,is a poker term. is what should be done to clothes.,is percieved.,is a sweet and natural food.,is the opposite of evil. is hard to quantify. is a point of view.,is a tool for pounding.,is a strong emotion. leads to violence,is a sense. allows people to interpret audible sounds.,is a cheap place to stay the night. is used in sexual transactions.,is a trait of children.,is an irritation.,is a band. is what heroes undertake in stories.,is the motto of procrastinators.,is a type of school. is not favored by criminals,how people progress. how society evolves.,fall in the fall.,is dishonest. is a cheat.,one of five senses. how we visually interpret.,is to create.,is a means of shaping. is what happens to old food.,is movement.,is the act of moving.,is shiny. is expensive. is a gift.,has 8 arms. is aquatic. shoots ink.,no longer new. is unwanted. is vintage.,can be fun. can be political.,is the ability to wait.,everyone has one. allows for personal expression,a vehicle used in flight.,is a card game.,is a substance that should be legal.,what is under a christmas tree.,how stakes can be cooked. is a hard to find item.,calls games. makes decisions.,is often running. keeps food cold. has a light.,what is paid to live in an aparment.,is a movement. can be applied to milk.,is played on by kids. is at a playground,to cover an area with something.,is a large collection of cities. is united,is a specific broadcast of television.,is what snitches do.,is any type of object.,someone who hasn't had sex. is laughed at. is 40 years old.,is destructive. has lava flows.,how authors pen papers.
62503,11/29/10 14:02,11/29/10 14:35,33,"measurement, surface area, incriments, flat, balanced","food, medical, smell, aroma, poltucie","berate, justify, actions","weels, breaks, distance, convienence","teeth, mouth, food, consume","clean, chemical, dangerous, concentrate, odor, texture, color","hit, throw, words, speak, shout, kick","food, drink, spread","cold, phlem, abnoxious","multiple, tensions","trip, flaw, depth, length, material, cement, wood, wall","tap, tango, ballet, grind","food, drink, family, separate","round, dirt, food, water, plants, animals","wood, walk, density, length, boards, brick, dirt, foundation","air, fall, crash, chuckle","distraction, danger, stratus, soak","closet, drawer, obsessive","liberty, burdon, restriction","apple, eat, bannana, rot","pure, coruptiable, time, effort","nail, wood, wall, porch","anger, retribution, excitement","listen, observe","money, temporary, travel","volitile, high, risk, time, efffort","irritation, cream, medicine, scratch","travel, time, effort, gas","next, tommorow, convience","order, criminals, fines, court, justice","observe, grow, exercise","fall, lawn mower, bag","untruth, fool, bend","see, observe, obtain","bake, create, form, concentrate","unhealthy, cheese, food, milk, shower","movement, time, creativity","motion, observance, effort, existance, time","ornament, quality, gems","tenticles, water, salt, ink, Food","weak, decrepid, medication, nursing home","drink, food, music, conversation","clam, mellow, depth, concent","anger, sad, distressed, melow, chill","fly, level, conciousness, air","face, cards, money, entertainment","drugs, cook, food, boil","time, memory, lie, life","limited, hard, difficult, distressed","game, sports, soccer, football, hockey, mother, father","cold, fresh, taste","money, used, borrowed","mix, drink, batter, fluid, cleaning","slip, break, fall, destruction, assistance, elderly","thin, distill, dilute","entity, power, orginazation, government","ary, gas, food, prices, expensive","truth, information, lies","existance, random, object, name","waste, unfortunate, irritation, blessing, curse","ash, lava, rebirth, heat, exposure","paper, material, person, information, trust"
65620,11/29/10 14:11,11/29/10 14:23,12,"used to measure, different types of things, placement","an herb,used for cookin,smells bad, in movies used to keep vampires away,salt,powder","blame,prosecute","transportation, excerise","hurt,taste,chew",white,mouth,"drink,storage","sick,loud,","music,nation","open,broken,","move,feel","hungry,food,eat","world, existance","walk, move",sky,grey,crease,america,"apple, food, orange","happiness,joy",nail,"mean, enemy",listen,"place,stay,vacation",childish,scratch,"vacation,tour,path",future,"rules,ethics","comprehend,acedemics","autumn, fall, brown","bad,mean,wrong,not true","see,judge",accomplish,"gross,green,smelly",body,"dance,walk, run",beads,"ocean,legs,food",ancient,"fun,dance,drink",calm,character,"fly,air,fast","play,game",kettle,"time,gift",meat,"middle,rules,judge","storage,food,cold","money,job,home",move,"fun, move","butter,food",place,"place,trains",explain,objects,pure,lava,"express, words"
62995,11/29/10 14:14,11/29/10 14:46,32,"can either be a high level or low level, different levels of a building","seasoning, smells bad, tastes good, comes from a plant",charge of fault or crime,"a thing, has two wheels","done with teeth, babies bite when teething, to eat food","turns things white, decolor","done with the mouth, lets out air","aluminum, container, food storage","sick, noise made from mouth","place, United States",opening,"movement of the body, lets out feelings and emotions","something to eat, yummy, delicious","life, round, blue and green, where we live","where one walks, the bottom level","insect, has wings, has antennas, small, buzzes","hard to see through, dreary, scary",to bend,independence,"juicy, delicious, healthy","high quality, excellence, well-behaved, morally acceptable","a construction tool, used to help build things, hard","dislike, anger","sound, listen, loud music, whispers","motel, place to stay, occupies people","not mature, not fully developed, young","scratchy, poison ivy, pain","explore, travel",at another time,something to abide by,"to acquire knowledge, memorize","pretty colors, fall off trees, crunchy","untrustworthy, deceitful","eyes, to see",produce,"green, bacteria, sick",movement,body,"pretty, accessory, shiny, elegant, expensive","an animal, eight legs, slimy, lives in the ocean, salt water animal, large","outdated, advanced, wise","hanging with friends, fun",waiting,"nice, mean, bubbly","flies, glides, has two wings, has engines, makes loud noise, accelerates, holds things",card game,"kettle, metal, round, container",gift,"different, unique","person, makes judgements, wheres white and black stripes","holds things, is cold",a payment,rattle,"steep, fun to play with, for kids, slick","giving things to others, extend, stretch","place, rank, position, where one lives","stopping place, position for things","narrate, said, voice","material, matters",pure,"explodes, red lava forms, scary","scribble, jot down"
64984,11/29/10 14:38,11/29/10 15:18,40,"quantity, minimum, maximum","smells, strong taste, vegetable used for cooking, used for medicines","find fault, blame, fight, misunderstanding","2 wheels, handle bars, brakes, transport",pain,"white, detergent",pain,"tin, recycle, colourful, cylinder, containers","sickness, virus","people, flag, politics, social and economic environment","unnatural small opening, walls,","energy, fun, music, moves, steps","food, table, people,","land, water, people. orbit","tiles, carpets, footsteps","annoying sound, grey, 3 body parts, irritating","grey, cold, unclear",not straight,"independence, unrestricted","salads, healthy, essential","behaved, quality","nails, hard, noise","enemies, bitter","ears, sounds, words","tall building, service, quiet","silly, childish, reasoning","irritate, insect bite, uncomfortable","transport, goals","evening,","lawyers, judges, control",absorb information that can be used later,"green, brown, autumn, trees and branches, light, crisp when dry, fragile","gossip, unreliable, trouble","clothes, makeup, accessories","crafts, hands, work","off green, numerous fungi, dangerous, wet, moist,","move, kinetic, energy",transfer,"beads, pearls, expensive","eight, water, big, scary","age, physical appearenace, flexibility","music, fun,","waiting, lines, characteristic, abstract","honest, greedy, humble, quiet","high, air, movement","cards, smoke, alcohol, men","cook, silver or black, absorbs heat","bows, gift wraps, share","diamonds, blood type, disease","rules, whistle","cold, fruits, vegetables, leftovers, electricity, big","temporary, borrowed, money,","milkshake, side movemnt, dance.",ease,"share,","specific place, laws, taxes","noise, commotion, people","pass information,","one, specific","Mary, pure, new","fire, sudden, eruptions, danger, lava, heat,","creativity, ideas"
